"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Dillingham Census Area, AK"	"02070"	"2019"	"2019"	48	4916	976.4
	"Fairbanks North Star Borough, AK"	"02090"	"2015"	"2015"	472	99631	473.7
	"Fairbanks North Star Borough, AK"	"02090"	"2016"	"2016"	514	100605	510.9
	"Fairbanks North Star Borough, AK"	"02090"	"2017"	"2017"	479	99703	480.4
	"Fairbanks North Star Borough, AK"	"02090"	"2018"	"2018"	471	98971	475.9
	"Fairbanks North Star Borough, AK"	"02090"	"2019"	"2019"	472	96849	487.4
	"Haines Borough, AK"	"02100"	"2015"	"2015"	13	2534	Unreliable
	"Haines Borough, AK"	"02100"	"2016"	"2016"	14	2496	Unreliable
	"Haines Borough, AK"	"02100"	"2017"	"2017"	13	2526	Unreliable
	"Haines Borough, AK"	"02100"	"2018"	"2018"	17	2474	Unreliable
	"Haines Borough, AK"	"02100"	"2019"	"2019"	10	2530	Unreliable
	"Hoonah-Angoon Census Area, AK"	"02105"	"2015"	"2015"	16	2133	Unreliable
	"Hoonah-Angoon Census Area, AK"	"02105"	"2016"	"2016"	17	2078	Unreliable
	"Hoonah-Angoon Census Area, AK"	"02105"	"2017"	"2017"	16	2145	Unreliable
	"Hoonah-Angoon Census Area, AK"	"02105"	"2018"	"2018"	15	2151	Unreliable
	"Hoonah-Angoon Census Area, AK"	"02105"	"2019"	"2019"	15	2148	Unreliable
	"Juneau Borough, AK"	"02110"	"2015"	"2015"	204	32756	622.8
	"Juneau Borough, AK"	"02110"	"2016"	"2016"	203	32468	625.2
	"Juneau Borough, AK"	"02110"	"2017"	"2017"	182	32094	567.1
	"Juneau Borough, AK"	"02110"	"2018"	"2018"	181	32113	563.6
	"Juneau Borough, AK"	"02110"	"2019"	"2019"	189	31974	591.1
	"Kenai Peninsula Borough, AK"	"02122"	"2015"	"2015"	445	58059	766.5
	"Kenai Peninsula Borough, AK"	"02122"	"2016"	"2016"	475	58506	811.9
	"Kenai Peninsula Borough, AK"	"02122"	"2017"	"2017"	428	58617	730.2
	"Kenai Peninsula Borough, AK"	"02122"	"2018"	"2018"	508	58533	867.9
	"Kenai Peninsula Borough, AK"	"02122"	"2019"	"2019"	437	58708	744.4
	"Ketchikan Gateway Borough, AK"	"02130"	"2015"	"2015"	81	13709	590.9
	"Ketchikan Gateway Borough, AK"	"02130"	"2016"	"2016"	87	13746	632.9
	"Ketchikan Gateway Borough, AK"	"02130"	"2017"	"2017"	108	13856	779.4
	"Ketchikan Gateway Borough, AK"	"02130"	"2018"	"2018"	98	13918	704.1
	"Ketchikan Gateway Borough, AK"	"02130"	"2019"	"2019"	108	13901	776.9
	"Kodiak Island Borough, AK"	"02150"	"2015"	"2015"	59	13889	424.8
	"Kodiak Island Borough, AK"	"02150"	"2016"	"2016"	51	13732	371.4
	"Kodiak Island Borough, AK"	"02150"	"2017"	"2017"	64	13448	475.9
	"Kodiak Island Borough, AK"	"02150"	"2018"	"2018"	65	13345	487.1
	"Kodiak Island Borough, AK"	"02150"	"2019"	"2019"	71	12998	546.2
	"Lake and Peninsula Borough, AK"	"02164"	"2015"	"2015"	16	1563	Unreliable
	"Lake and Peninsula Borough, AK"	"02164"	"2016"	"2016"	17	1562	Unreliable
	"Lake and Peninsula Borough, AK"	"02164"	"2017"	"2017"	12	1620	Unreliable
	"Lake and Peninsula Borough, AK"	"02164"	"2018"	"2018"	Suppressed	1587	Suppressed
	"Lake and Peninsula Borough, AK"	"02164"	"2019"	"2019"	12	1592	Unreliable
	"Matanuska-Susitna Borough, AK"	"02170"	"2015"	"2015"	581	101095	574.7
	"Matanuska-Susitna Borough, AK"	"02170"	"2016"	"2016"	608	104365	582.6
	"Matanuska-Susitna Borough, AK"	"02170"	"2017"	"2017"	597	106532	560.4
	"Matanuska-Susitna Borough, AK"	"02170"	"2018"	"2018"	619	107610	575.2
	"Matanuska-Susitna Borough, AK"	"02170"	"2019"	"2019"	651	108317	601.0
	"Nome Census Area, AK"	"02180"	"2015"	"2015"	54	9846	548.4
	"Nome Census Area, AK"	"02180"	"2016"	"2016"	88	9917	887.4
	"Nome Census Area, AK"	"02180"	"2017"	"2017"	80	9921	806.4
	"Nome Census Area, AK"	"02180"	"2018"	"2018"	65	10008	649.5
	"Nome Census Area, AK"	"02180"	"2019"	"2019"	84	10004	839.7
	"North Slope Borough, AK"	"02185"	"2015"	"2015"	65	9687	671.0
	"North Slope Borough, AK"	"02185"	"2016"	"2016"	61	9606	635.0
	"North Slope Borough, AK"	"02185"	"2017"	"2017"	47	9782	480.5
	"North Slope Borough, AK"	"02185"	"2018"	"2018"	46	9872	466.0
	"North Slope Borough, AK"	"02185"	"2019"	"2019"	55	9832	559.4
	"Northwest Arctic Borough, AK"	"02188"	"2015"	"2015"	48	7752	619.2
	"Northwest Arctic Borough, AK"	"02188"	"2016"	"2016"	56	7673	729.8
	"Northwest Arctic Borough, AK"	"02188"	"2017"	"2017"	53	7684	689.7
	"Northwest Arctic Borough, AK"	"02188"	"2018"	"2018"	64	7671	834.3
	"Northwest Arctic Borough, AK"	"02188"	"2019"	"2019"	58	7621	761.1
	"Petersburg Borough/Census Area, AK"	"02195"	"2015"	"2015"	27	3177	849.9
	"Petersburg Borough/Census Area, AK"	"02195"	"2016"	"2016"	23	3149	730.4
	"Petersburg Borough/Census Area, AK"	"02195"	"2017"	"2017"	24	3281	731.5
	"Petersburg Borough/Census Area, AK"	"02195"	"2018"	"2018"	24	3221	745.1
	"Petersburg Borough/Census Area, AK"	"02195"	"2019"	"2019"	26	3266	796.1
	"Prince of Wales-Hyder Census Area, AK"	"02198"	"2015"	"2015"	42	6341	662.4
	"Prince of Wales-Hyder Census Area, AK"	"02198"	"2016"	"2016"	63	6347	992.6
	"Prince of Wales-Hyder Census Area, AK"	"02198"	"2017"	"2017"	62	6443	962.3
	"Prince of Wales-Hyder Census Area, AK"	"02198"	"2018"	"2018"	51	6422	794.1
	"Prince of Wales-Hyder Census Area, AK"	"02198"	"2019"	"2019"	55	6203	886.7
	"Sitka Borough, AK"	"02220"	"2015"	"2015"	69	8863	778.5
	"Sitka Borough, AK"	"02220"	"2016"	"2016"	57	8830	645.5
	"Sitka Borough, AK"	"02220"	"2017"	"2017"	59	8689	679.0
	"Sitka Borough, AK"	"02220"	"2018"	"2018"	70	8647	809.5
	"Sitka Borough, AK"	"02220"	"2019"	"2019"	53	8493	624.0
	"Skagway Municipality, AK"	"02230"	"2015"	"2015"	Suppressed	1057	Suppressed
	"Skagway Municipality, AK"	"02230"	"2016"	"2016"	Suppressed	1088	Suppressed
	"Skagway Municipality, AK"	"02230"	"2017"	"2017"	Suppressed	1157	Suppressed
	"Skagway Municipality, AK"	"02230"	"2018"	"2018"	Suppressed	1148	Suppressed
	"Skagway Municipality, AK"	"02230"	"2019"	"2019"	Suppressed	1183	Suppressed
	"Southeast Fairbanks Census Area, AK"	"02240"	"2015"	"2015"	46	6839	672.6
	"Southeast Fairbanks Census Area, AK"	"02240"	"2016"	"2016"	47	6876	683.5
	"Southeast Fairbanks Census Area, AK"	"02240"	"2017"	"2017"	48	6888	696.9
	"Southeast Fairbanks Census Area, AK"	"02240"	"2018"	"2018"	42	6918	607.1
	"Southeast Fairbanks Census Area, AK"	"02240"	"2019"	"2019"	55	6893	797.9
	"Valdez-Cordova Census Area, AK"	"02261"	"2015"	"2015"	66	9362	705.0
	"Valdez-Cordova Census Area, AK"	"02261"	"2016"	"2016"	54	9355	577.2
	"Valdez-Cordova Census Area, AK"	"02261"	"2017"	"2017"	46	9278	495.8
	"Valdez-Cordova Census Area, AK"	"02261"	"2018"	"2018"	68	9164	742.0
	"Valdez-Cordova Census Area, AK"	"02261"	"2019"	"2019"	67	9202	728.1
	"Wade Hampton Census Area, AK"	"02270"	"2015"	"2015"	60	8119	739.0
	"Wade Hampton Census Area, AK"	"02270"	"2016"	"2016"	54	8049	670.9
	"Wade Hampton Census Area, AK"	"02270"	"2017"	"2017"	70	8202	853.5
	"Wade Hampton Census Area, AK"	"02270"	"2018"	"2018"	56	8303	674.5
	"Wade Hampton Census Area, AK"	"02270"	"2019"	"2019"	67	8314	805.9
	"Wrangell City and Borough, AK"	"02275"	"2015"	"2015"	24	2382	1007.6
	"Wrangell City and Borough, AK"	"02275"	"2016"	"2016"	16	2411	Unreliable
	"Wrangell City and Borough, AK"	"02275"	"2017"	"2017"	24	2521	952.0
	"Wrangell City and Borough, AK"	"02275"	"2018"	"2018"	25	2503	998.8
	"Wrangell City and Borough, AK"	"02275"	"2019"	"2019"	19	2502	Unreliable
	"Yakutat Borough, AK"	"02282"	"2015"	"2015"	Suppressed	613	Suppressed
	"Yakutat Borough, AK"	"02282"	"2016"	"2016"	Suppressed	601	Suppressed
	"Yakutat Borough, AK"	"02282"	"2017"	"2017"	Suppressed	605	Suppressed
	"Yakutat Borough, AK"	"02282"	"2018"	"2018"	Suppressed	604	Suppressed
	"Yakutat Borough, AK"	"02282"	"2019"	"2019"	Suppressed	579	Suppressed
	"Yukon-Koyukuk Census Area, AK"	"02290"	"2015"	"2015"	61	5533	1102.5
	"Yukon-Koyukuk Census Area, AK"	"02290"	"2016"	"2016"	55	5526	995.3
	"Yukon-Koyukuk Census Area, AK"	"02290"	"2017"	"2017"	58	5365	1081.1
	"Yukon-Koyukuk Census Area, AK"	"02290"	"2018"	"2018"	53	5327	994.9
	"Yukon-Koyukuk Census Area, AK"	"02290"	"2019"	"2019"	48	5230	917.8
	"Apache County, AZ"	"04001"	"2015"	"2015"	698	71474	976.6
	"Apache County, AZ"	"04001"	"2016"	"2016"	681	73112	931.4
	"Apache County, AZ"	"04001"	"2017"	"2017"	741	71606	1034.8
	"Apache County, AZ"	"04001"	"2018"	"2018"	694	71818	966.3
	"Apache County, AZ"	"04001"	"2019"	"2019"	741	71887	1030.8
	"Cochise County, AZ"	"04003"	"2015"	"2015"	1307	126427	1033.8
	"Cochise County, AZ"	"04003"	"2016"	"2016"	1348	125770	1071.8
	"Cochise County, AZ"	"04003"	"2017"	"2017"	1349	124756	1081.3
	"Cochise County, AZ"	"04003"	"2018"	"2018"	1361	126770	1073.6
	"Cochise County, AZ"	"04003"	"2019"	"2019"	1406	125922	1116.6
	"Coconino County, AZ"	"04005"	"2015"	"2015"	809	139097	581.6
	"Coconino County, AZ"	"04005"	"2016"	"2016"	852	140908	604.6
	"Coconino County, AZ"	"04005"	"2017"	"2017"	877	140776	623.0
	"Coconino County, AZ"	"04005"	"2018"	"2018"	879	142854	615.3
	"Coconino County, AZ"	"04005"	"2019"	"2019"	859	143476	598.7
	"Gila County, AZ"	"04007"	"2015"	"2015"	812	53159	1527.5
	"Gila County, AZ"	"04007"	"2016"	"2016"	835	53556	1559.1
	"Gila County, AZ"	"04007"	"2017"	"2017"	724	53501	1353.2
	"Gila County, AZ"	"04007"	"2018"	"2018"	762	53889	1414.0
	"Gila County, AZ"	"04007"	"2019"	"2019"	818	54018	1514.3
	"Graham County, AZ"	"04009"	"2015"	"2015"	251	37666	666.4
	"Graham County, AZ"	"04009"	"2016"	"2016"	279	37599	742.0
	"Graham County, AZ"	"04009"	"2017"	"2017"	308	37466	822.1
	"Graham County, AZ"	"04009"	"2018"	"2018"	335	38072	879.9
	"Graham County, AZ"	"04009"	"2019"	"2019"	287	38837	739.0
	"Greenlee County, AZ"	"04011"	"2015"	"2015"	68	9529	713.6
	"Greenlee County, AZ"	"04011"	"2016"	"2016"	52	9613	540.9
	"Greenlee County, AZ"	"04011"	"2017"	"2017"	65	9455	687.5
	"Greenlee County, AZ"	"04011"	"2018"	"2018"	66	9483	696.0
	"Greenlee County, AZ"	"04011"	"2019"	"2019"	67	9498	705.4
	"La Paz County, AZ"	"04012"	"2015"	"2015"	259	20152	1285.2
	"La Paz County, AZ"	"04012"	"2016"	"2016"	272	20317	1338.8
	"La Paz County, AZ"	"04012"	"2017"	"2017"	330	20601	1601.9
	"La Paz County, AZ"	"04012"	"2018"	"2018"	316	21098	1497.8
	"La Paz County, AZ"	"04012"	"2019"	"2019"	309	21108	1463.9
	"Maricopa County, AZ"	"04013"	"2015"	"2015"	29197	4167947	700.5
	"Maricopa County, AZ"	"04013"	"2016"	"2016"	30748	4242997	724.7
	"Maricopa County, AZ"	"04013"	"2017"	"2017"	31326	4307033	727.3
	"Maricopa County, AZ"	"04013"	"2018"	"2018"	32260	4410824	731.4
	"Maricopa County, AZ"	"04013"	"2019"	"2019"	32792	4485414	731.1
	"Mohave County, AZ"	"04015"	"2015"	"2015"	3090	204737	1509.3
	"Mohave County, AZ"	"04015"	"2016"	"2016"	3250	205249	1583.4
	"Mohave County, AZ"	"04015"	"2017"	"2017"	3298	207200	1591.7
	"Mohave County, AZ"	"04015"	"2018"	"2018"	3431	209550	1637.3
	"Mohave County, AZ"	"04015"	"2019"	"2019"	3375	212181	1590.6
	"Navajo County, AZ"	"04017"	"2015"	"2015"	922	108277	851.5
	"Navajo County, AZ"	"04017"	"2016"	"2016"	1016	110026	923.4
	"Navajo County, AZ"	"04017"	"2017"	"2017"	1075	108956	986.6
	"Navajo County, AZ"	"04017"	"2018"	"2018"	1140	110445	1032.2
	"Navajo County, AZ"	"04017"	"2019"	"2019"	1203	110924	1084.5
	"Pima County, AZ"	"04019"	"2015"	"2015"	9248	1010025	915.6
	"Pima County, AZ"	"04019"	"2016"	"2016"	9508	1016206	935.6
	"Pima County, AZ"	"04019"	"2017"	"2017"	9584	1022769	937.1
	"Pima County, AZ"	"04019"	"2018"	"2018"	9853	1039073	948.2
	"Pima County, AZ"	"04019"	"2019"	"2019"	9991	1047279	954.0
	"Pinal County, AZ"	"04021"	"2015"	"2015"	2985	406584	734.2
	"Pinal County, AZ"	"04021"	"2016"	"2016"	3023	418540	722.3
	"Pinal County, AZ"	"04021"	"2017"	"2017"	3137	430237	729.1
	"Pinal County, AZ"	"04021"	"2018"	"2018"	3154	447138	705.4
	"Pinal County, AZ"	"04021"	"2019"	"2019"	3338	462789	721.3
	"Santa Cruz County, AZ"	"04023"	"2015"	"2015"	296	46461	637.1
	"Santa Cruz County, AZ"	"04023"	"2016"	"2016"	303	45985	658.9
	"Santa Cruz County, AZ"	"04023"	"2017"	"2017"	297	46212	642.7
	"Santa Cruz County, AZ"	"04023"	"2018"	"2018"	278	46511	597.7
	"Santa Cruz County, AZ"	"04023"	"2019"	"2019"	335	46498	720.5
	"Yavapai County, AZ"	"04025"	"2015"	"2015"	2926	222255	1316.5
	"Yavapai County, AZ"	"04025"	"2016"	"2016"	2968	225562	1315.8
	"Yavapai County, AZ"	"04025"	"2017"	"2017"	3133	228168	1373.1
	"Yavapai County, AZ"	"04025"	"2018"	"2018"	3122	231993	1345.7
	"Yavapai County, AZ"	"04025"	"2019"	"2019"	3075	235099	1308.0
	"Yuma County, AZ"	"04027"	"2015"	"2015"	1431	204275	700.5
	"Yuma County, AZ"	"04027"	"2016"	"2016"	1510	205631	734.3
	"Yuma County, AZ"	"04027"	"2017"	"2017"	1514	207534	729.5
	"Yuma County, AZ"	"04027"	"2018"	"2018"	1631	212128	768.9
	"Yuma County, AZ"	"04027"	"2019"	"2019"	1640	213787	767.1
	"Arkansas County, AR"	"05001"	"2015"	"2015"	234	18433	1269.5
	"Arkansas County, AR"	"05001"	"2016"	"2016"	250	18214	1372.6
	"Arkansas County, AR"	"05001"	"2017"	"2017"	244	17967	1358.0
	"Arkansas County, AR"	"05001"	"2018"	"2018"	249	17769	1401.3
	"Arkansas County, AR"	"05001"	"2019"	"2019"	263	17486	1504.1
	"Ashley County, AR"	"05003"	"2015"	"2015"	276	20838	1324.5
	"Ashley County, AR"	"05003"	"2016"	"2016"	262	20492	1278.5
	"Ashley County, AR"	"05003"	"2017"	"2017"	264	20283	1301.6
	"Ashley County, AR"	"05003"	"2018"	"2018"	262	20046	1307.0
	"Ashley County, AR"	"05003"	"2019"	"2019"	256	19657	1302.3
	"Baxter County, AR"	"05005"	"2015"	"2015"	693	41053	1688.1
	"Baxter County, AR"	"05005"	"2016"	"2016"	700	41062	1704.7
	"Baxter County, AR"	"05005"	"2017"	"2017"	662	41355	1600.8
	"Baxter County, AR"	"05005"	"2018"	"2018"	686	41619	1648.3
	"Baxter County, AR"	"05005"	"2019"	"2019"	719	41932	1714.7
	"Benton County, AR"	"05007"	"2015"	"2015"	1837	249672	735.8
	"Benton County, AR"	"05007"	"2016"	"2016"	1758	258291	680.6
	"Benton County, AR"	"05007"	"2017"	"2017"	1832	266300	687.9
	"Benton County, AR"	"05007"	"2018"	"2018"	1956	272608	717.5
	"Benton County, AR"	"05007"	"2019"	"2019"	1954	279141	700.0
	"Boone County, AR"	"05009"	"2015"	"2015"	471	37222	1265.4
	"Boone County, AR"	"05009"	"2016"	"2016"	461	37304	1235.8
	"Boone County, AR"	"05009"	"2017"	"2017"	437	37381	1169.0
	"Boone County, AR"	"05009"	"2018"	"2018"	452	37480	1206.0
	"Boone County, AR"	"05009"	"2019"	"2019"	474	37432	1266.3
	"Bradley County, AR"	"05011"	"2015"	"2015"	141	11094	1271.0
	"Bradley County, AR"	"05011"	"2016"	"2016"	144	10996	1309.6
	"Bradley County, AR"	"05011"	"2017"	"2017"	173	10864	1592.4
	"Bradley County, AR"	"05011"	"2018"	"2018"	144	10897	1321.5
	"Bradley County, AR"	"05011"	"2019"	"2019"	143	10763	1328.6
	"Calhoun County, AR"	"05013"	"2015"	"2015"	68	5229	1300.4
	"Calhoun County, AR"	"05013"	"2016"	"2016"	70	5144	1360.8
	"Calhoun County, AR"	"05013"	"2017"	"2017"	85	5247	1620.0
	"Calhoun County, AR"	"05013"	"2018"	"2018"	70	5277	1326.5
	"Calhoun County, AR"	"05013"	"2019"	"2019"	88	5189	1695.9
	"Carroll County, AR"	"05015"	"2015"	"2015"	324	27704	1169.5
	"Carroll County, AR"	"05015"	"2016"	"2016"	315	27646	1139.4
	"Carroll County, AR"	"05015"	"2017"	"2017"	339	27944	1213.1
	"Carroll County, AR"	"05015"	"2018"	"2018"	338	28223	1197.6
	"Carroll County, AR"	"05015"	"2019"	"2019"	335	28380	1180.4
	"Chicot County, AR"	"05017"	"2015"	"2015"	153	11027	1387.5
	"Chicot County, AR"	"05017"	"2016"	"2016"	148	10945	1352.2
	"Chicot County, AR"	"05017"	"2017"	"2017"	152	10636	1429.1
	"Chicot County, AR"	"05017"	"2018"	"2018"	148	10438	1417.9
	"Chicot County, AR"	"05017"	"2019"	"2019"	175	10118	1729.6
	"Clark County, AR"	"05019"	"2015"	"2015"	249	22633	1100.2
	"Clark County, AR"	"05019"	"2016"	"2016"	260	22657	1147.5
	"Clark County, AR"	"05019"	"2017"	"2017"	229	22293	1027.2
	"Clark County, AR"	"05019"	"2018"	"2018"	242	22061	1097.0
	"Clark County, AR"	"05019"	"2019"	"2019"	246	22320	1102.2
	"Clay County, AR"	"05021"	"2015"	"2015"	245	15109	1621.6
	"Clay County, AR"	"05021"	"2016"	"2016"	245	14920	1642.1
	"Clay County, AR"	"05021"	"2017"	"2017"	258	14920	1729.2
	"Clay County, AR"	"05021"	"2018"	"2018"	239	14847	1609.8
	"Clay County, AR"	"05021"	"2019"	"2019"	231	14551	1587.5
	"Cleburne County, AR"	"05023"	"2015"	"2015"	385	25467	1511.8
	"Cleburne County, AR"	"05023"	"2016"	"2016"	391	25264	1547.7
	"Cleburne County, AR"	"05023"	"2017"	"2017"	374	25048	1493.1
	"Cleburne County, AR"	"05023"	"2018"	"2018"	387	24965	1550.2
	"Cleburne County, AR"	"05023"	"2019"	"2019"	378	24919	1516.9
	"Cleveland County, AR"	"05025"	"2015"	"2015"	112	8311	1347.6
	"Cleveland County, AR"	"05025"	"2016"	"2016"	120	8241	1456.1
	"Cleveland County, AR"	"05025"	"2017"	"2017"	106	8202	1292.4
	"Cleveland County, AR"	"05025"	"2018"	"2018"	99	8018	1234.7
	"Cleveland County, AR"	"05025"	"2019"	"2019"	111	7956	1395.2
	"Columbia County, AR"	"05027"	"2015"	"2015"	310	24114	1285.6
	"Columbia County, AR"	"05027"	"2016"	"2016"	312	23901	1305.4
	"Columbia County, AR"	"05027"	"2017"	"2017"	294	23627	1244.3
	"Columbia County, AR"	"05027"	"2018"	"2018"	272	23537	1155.6
	"Columbia County, AR"	"05027"	"2019"	"2019"	284	23457	1210.7
	"Conway County, AR"	"05029"	"2015"	"2015"	276	21019	1313.1
	"Conway County, AR"	"05029"	"2016"	"2016"	273	20937	1303.9
	"Conway County, AR"	"05029"	"2017"	"2017"	297	20916	1420.0
	"Conway County, AR"	"05029"	"2018"	"2018"	265	20891	1268.5
	"Conway County, AR"	"05029"	"2019"	"2019"	285	20846	1367.2
	"Craighead County, AR"	"05031"	"2015"	"2015"	891	104354	853.8
	"Craighead County, AR"	"05031"	"2016"	"2016"	944	105835	892.0
	"Craighead County, AR"	"05031"	"2017"	"2017"	957	107115	893.4
	"Craighead County, AR"	"05031"	"2018"	"2018"	958	108558	882.5
	"Craighead County, AR"	"05031"	"2019"	"2019"	987	110332	894.6
	"Crawford County, AR"	"05033"	"2015"	"2015"	655	61703	1061.5
	"Crawford County, AR"	"05033"	"2016"	"2016"	648	62267	1040.7
	"Crawford County, AR"	"05033"	"2017"	"2017"	640	62996	1015.9
	"Crawford County, AR"	"05033"	"2018"	"2018"	622	63406	981.0
	"Crawford County, AR"	"05033"	"2019"	"2019"	656	63257	1037.0
	"Crittenden County, AR"	"05035"	"2015"	"2015"	465	48963	949.7
	"Crittenden County, AR"	"05035"	"2016"	"2016"	515	49235	1046.0
	"Crittenden County, AR"	"05035"	"2017"	"2017"	545	48750	1117.9
	"Crittenden County, AR"	"05035"	"2018"	"2018"	519	48342	1073.6
	"Crittenden County, AR"	"05035"	"2019"	"2019"	535	47955	1115.6
	"Cross County, AR"	"05037"	"2015"	"2015"	223	17284	1290.2
	"Cross County, AR"	"05037"	"2016"	"2016"	244	17037	1432.2
	"Cross County, AR"	"05037"	"2017"	"2017"	229	16863	1358.0
	"Cross County, AR"	"05037"	"2018"	"2018"	254	16676	1523.1
	"Cross County, AR"	"05037"	"2019"	"2019"	231	16419	1406.9
	"Dallas County, AR"	"05039"	"2015"	"2015"	109	7604	1433.5
	"Dallas County, AR"	"05039"	"2016"	"2016"	125	7469	1673.6
	"Dallas County, AR"	"05039"	"2017"	"2017"	109	7393	1474.4
	"Dallas County, AR"	"05039"	"2018"	"2018"	109	7182	1517.7
	"Dallas County, AR"	"05039"	"2019"	"2019"	103	7009	1469.5
	"Desha County, AR"	"05041"	"2015"	"2015"	171	11965	1429.2
	"Desha County, AR"	"05041"	"2016"	"2016"	163	11876	1372.5
	"Desha County, AR"	"05041"	"2017"	"2017"	161	11764	1368.6
	"Desha County, AR"	"05041"	"2018"	"2018"	179	11512	1554.9
	"Desha County, AR"	"05041"	"2019"	"2019"	143	11361	1258.7
	"Drew County, AR"	"05043"	"2015"	"2015"	207	18778	1102.4
	"Drew County, AR"	"05043"	"2016"	"2016"	230	18651	1233.2
	"Drew County, AR"	"05043"	"2017"	"2017"	208	18547	1121.5
	"Drew County, AR"	"05043"	"2018"	"2018"	214	18328	1167.6
	"Drew County, AR"	"05043"	"2019"	"2019"	199	18219	1092.3
	"Faulkner County, AR"	"05045"	"2015"	"2015"	928	121552	763.5
	"Faulkner County, AR"	"05045"	"2016"	"2016"	976	122227	798.5
	"Faulkner County, AR"	"05045"	"2017"	"2017"	957	123654	773.9
	"Faulkner County, AR"	"05045"	"2018"	"2018"	1040	124806	833.3
	"Faulkner County, AR"	"05045"	"2019"	"2019"	1067	126007	846.8
	"Franklin County, AR"	"05047"	"2015"	"2015"	234	17702	1321.9
	"Franklin County, AR"	"05047"	"2016"	"2016"	255	17626	1446.7
	"Franklin County, AR"	"05047"	"2017"	"2017"	202	17890	1129.1
	"Franklin County, AR"	"05047"	"2018"	"2018"	226	17810	1269.0
	"Franklin County, AR"	"05047"	"2019"	"2019"	246	17715	1388.7
	"Fulton County, AR"	"05049"	"2015"	"2015"	184	12204	1507.7
	"Fulton County, AR"	"05049"	"2016"	"2016"	151	12123	1245.6
	"Fulton County, AR"	"05049"	"2017"	"2017"	215	12055	1783.5
	"Fulton County, AR"	"05049"	"2018"	"2018"	171	12269	1393.8
	"Fulton County, AR"	"05049"	"2019"	"2019"	209	12477	1675.1
	"Garland County, AR"	"05051"	"2015"	"2015"	1406	97177	1446.8
	"Garland County, AR"	"05051"	"2016"	"2016"	1379	97477	1414.7
	"Garland County, AR"	"05051"	"2017"	"2017"	1461	98658	1480.9
	"Garland County, AR"	"05051"	"2018"	"2018"	1409	99154	1421.0
	"Garland County, AR"	"05051"	"2019"	"2019"	1461	99386	1470.0
	"Grant County, AR"	"05053"	"2015"	"2015"	189	18102	1044.1
	"Grant County, AR"	"05053"	"2016"	"2016"	221	18082	1222.2
	"Grant County, AR"	"05053"	"2017"	"2017"	188	18165	1035.0
	"Grant County, AR"	"05053"	"2018"	"2018"	187	18188	1028.2
	"Grant County, AR"	"05053"	"2019"	"2019"	230	18265	1259.2
	"Greene County, AR"	"05055"	"2015"	"2015"	505	44196	1142.6
	"Greene County, AR"	"05055"	"2016"	"2016"	490	44598	1098.7
	"Greene County, AR"	"05055"	"2017"	"2017"	517	45053	1147.5
	"Greene County, AR"	"05055"	"2018"	"2018"	499	45325	1100.9
	"Greene County, AR"	"05055"	"2019"	"2019"	512	45325	1129.6
	"Hempstead County, AR"	"05057"	"2015"	"2015"	231	22084	1046.0
	"Hempstead County, AR"	"05057"	"2016"	"2016"	226	21974	1028.5
	"Hempstead County, AR"	"05057"	"2017"	"2017"	256	21861	1171.0
	"Hempstead County, AR"	"05057"	"2018"	"2018"	269	21741	1237.3
	"Hempstead County, AR"	"05057"	"2019"	"2019"	239	21532	1110.0
	"Hot Spring County, AR"	"05059"	"2015"	"2015"	422	33426	1262.5
	"Hot Spring County, AR"	"05059"	"2016"	"2016"	433	33374	1297.4
	"Hot Spring County, AR"	"05059"	"2017"	"2017"	443	33574	1319.5
	"Hot Spring County, AR"	"05059"	"2018"	"2018"	438	33701	1299.7
	"Hot Spring County, AR"	"05059"	"2019"	"2019"	427	33771	1264.4
	"Howard County, AR"	"05061"	"2015"	"2015"	192	13300	1443.6
