"Notes"	"Residence State"	"Residence State Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Connecticut"	"09"	"2021"	"2021"	"Sep., 2021"	"2021/09"	161	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2021"	"2021"	"Oct., 2021"	"2021/10"	128	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2021"	"2021"	"Nov., 2021"	"2021/11"	150	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2021"	"2021"	"Dec., 2021"	"2021/12"	365	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	875	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	306	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	55	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	52	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	88	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	73	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	59	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	84	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	82	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	122	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	82	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	145	Not Applicable	Not Applicable
	"Delaware"	"10"	"2020"	"2020"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Delaware"	"10"	"2020"	"2020"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"Delaware"	"10"	"2020"	"2020"	"Mar., 2020"	"2020/03"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"2020"	"2020"	"Apr., 2020"	"2020/04"	194	Not Applicable	Not Applicable
	"Delaware"	"10"	"2020"	"2020"	"May, 2020"	"2020/05"	263	Not Applicable	Not Applicable
	"Delaware"	"10"	"2020"	"2020"	"Jun., 2020"	"2020/06"	58	Not Applicable	Not Applicable
	"Delaware"	"10"	"2020"	"2020"	"Jul., 2020"	"2020/07"	29	Not Applicable	Not Applicable
	"Delaware"	"10"	"2020"	"2020"	"Aug., 2020"	"2020/08"	21	Not Applicable	Not Applicable
	"Delaware"	"10"	"2020"	"2020"	"Sep., 2020"	"2020/09"	24	Not Applicable	Not Applicable
	"Delaware"	"10"	"2020"	"2020"	"Oct., 2020"	"2020/10"	76	Not Applicable	Not Applicable
	"Delaware"	"10"	"2020"	"2020"	"Nov., 2020"	"2020/11"	82	Not Applicable	Not Applicable
	"Delaware"	"10"	"2020"	"2020"	"Dec., 2020"	"2020/12"	252	Not Applicable	Not Applicable
	"Delaware"	"10"	"2021"	"2021"	"Jan., 2021"	"2021/01"	290	Not Applicable	Not Applicable
	"Delaware"	"10"	"2021"	"2021"	"Feb., 2021"	"2021/02"	129	Not Applicable	Not Applicable
	"Delaware"	"10"	"2021"	"2021"	"Mar., 2021"	"2021/03"	62	Not Applicable	Not Applicable
	"Delaware"	"10"	"2021"	"2021"	"Apr., 2021"	"2021/04"	57	Not Applicable	Not Applicable
	"Delaware"	"10"	"2021"	"2021"	"May, 2021"	"2021/05"	33	Not Applicable	Not Applicable
	"Delaware"	"10"	"2021"	"2021"	"Jun., 2021"	"2021/06"	16	Not Applicable	Not Applicable
	"Delaware"	"10"	"2021"	"2021"	"Jul., 2021"	"2021/07"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"2021"	"2021"	"Aug., 2021"	"2021/08"	56	Not Applicable	Not Applicable
	"Delaware"	"10"	"2021"	"2021"	"Sep., 2021"	"2021/09"	124	Not Applicable	Not Applicable
	"Delaware"	"10"	"2021"	"2021"	"Oct., 2021"	"2021/10"	112	Not Applicable	Not Applicable
	"Delaware"	"10"	"2021"	"2021"	"Nov., 2021"	"2021/11"	79	Not Applicable	Not Applicable
	"Delaware"	"10"	"2021"	"2021"	"Dec., 2021"	"2021/12"	145	Not Applicable	Not Applicable
	"Delaware"	"10"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	290	Not Applicable	Not Applicable
	"Delaware"	"10"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	118	Not Applicable	Not Applicable
	"Delaware"	"10"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	20	Not Applicable	Not Applicable
	"Delaware"	"10"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	17	Not Applicable	Not Applicable
	"Delaware"	"10"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	21	Not Applicable	Not Applicable
	"Delaware"	"10"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	22	Not Applicable	Not Applicable
	"Delaware"	"10"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	27	Not Applicable	Not Applicable
	"Delaware"	"10"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	21	Not Applicable	Not Applicable
	"Delaware"	"10"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	23	Not Applicable	Not Applicable
	"Delaware"	"10"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	14	Not Applicable	Not Applicable
	"Delaware"	"10"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	18	Not Applicable	Not Applicable
	"Delaware"	"10"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	29	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2020"	"2020"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2020"	"2020"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2020"	"2020"	"Mar., 2020"	"2020/03"	12	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2020"	"2020"	"Apr., 2020"	"2020/04"	234	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2020"	"2020"	"May, 2020"	"2020/05"	254	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2020"	"2020"	"Jun., 2020"	"2020/06"	91	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2020"	"2020"	"Jul., 2020"	"2020/07"	23	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2020"	"2020"	"Aug., 2020"	"2020/08"	24	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2020"	"2020"	"Sep., 2020"	"2020/09"	25	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2020"	"2020"	"Oct., 2020"	"2020/10"	18	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2020"	"2020"	"Nov., 2020"	"2020/11"	49	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2020"	"2020"	"Dec., 2020"	"2020/12"	101	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2021"	"2021"	"Jan., 2021"	"2021/01"	120	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2021"	"2021"	"Feb., 2021"	"2021/02"	75	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2021"	"2021"	"Mar., 2021"	"2021/03"	47	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2021"	"2021"	"Apr., 2021"	"2021/04"	39	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2021"	"2021"	"May, 2021"	"2021/05"	22	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2021"	"2021"	"Jun., 2021"	"2021/06"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2021"	"2021"	"Jul., 2021"	"2021/07"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2021"	"2021"	"Aug., 2021"	"2021/08"	27	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2021"	"2021"	"Sep., 2021"	"2021/09"	35	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2021"	"2021"	"Oct., 2021"	"2021/10"	27	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2021"	"2021"	"Nov., 2021"	"2021/11"	10	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2021"	"2021"	"Dec., 2021"	"2021/12"	47	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	105	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	28	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	11	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	15	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	10	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	12	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	20	Not Applicable	Not Applicable
	"Florida"	"12"	"2020"	"2020"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Florida"	"12"	"2020"	"2020"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"Florida"	"12"	"2020"	"2020"	"Mar., 2020"	"2020/03"	173	Not Applicable	Not Applicable
	"Florida"	"12"	"2020"	"2020"	"Apr., 2020"	"2020/04"	1209	Not Applicable	Not Applicable
	"Florida"	"12"	"2020"	"2020"	"May, 2020"	"2020/05"	985	Not Applicable	Not Applicable
	"Florida"	"12"	"2020"	"2020"	"Jun., 2020"	"2020/06"	898	Not Applicable	Not Applicable
	"Florida"	"12"	"2020"	"2020"	"Jul., 2020"	"2020/07"	4390	Not Applicable	Not Applicable
	"Florida"	"12"	"2020"	"2020"	"Aug., 2020"	"2020/08"	4230	Not Applicable	Not Applicable
	"Florida"	"12"	"2020"	"2020"	"Sep., 2020"	"2020/09"	1746	Not Applicable	Not Applicable
	"Florida"	"12"	"2020"	"2020"	"Oct., 2020"	"2020/10"	1230	Not Applicable	Not Applicable
	"Florida"	"12"	"2020"	"2020"	"Nov., 2020"	"2020/11"	1565	Not Applicable	Not Applicable
	"Florida"	"12"	"2020"	"2020"	"Dec., 2020"	"2020/12"	2805	Not Applicable	Not Applicable
	"Florida"	"12"	"2021"	"2021"	"Jan., 2021"	"2021/01"	4435	Not Applicable	Not Applicable
	"Florida"	"12"	"2021"	"2021"	"Feb., 2021"	"2021/02"	2713	Not Applicable	Not Applicable
	"Florida"	"12"	"2021"	"2021"	"Mar., 2021"	"2021/03"	1515	Not Applicable	Not Applicable
	"Florida"	"12"	"2021"	"2021"	"Apr., 2021"	"2021/04"	1269	Not Applicable	Not Applicable
	"Florida"	"12"	"2021"	"2021"	"May, 2021"	"2021/05"	1151	Not Applicable	Not Applicable
	"Florida"	"12"	"2021"	"2021"	"Jun., 2021"	"2021/06"	696	Not Applicable	Not Applicable
	"Florida"	"12"	"2021"	"2021"	"Jul., 2021"	"2021/07"	1777	Not Applicable	Not Applicable
	"Florida"	"12"	"2021"	"2021"	"Aug., 2021"	"2021/08"	9641	Not Applicable	Not Applicable
	"Florida"	"12"	"2021"	"2021"	"Sep., 2021"	"2021/09"	7656	Not Applicable	Not Applicable
	"Florida"	"12"	"2021"	"2021"	"Oct., 2021"	"2021/10"	2305	Not Applicable	Not Applicable
	"Florida"	"12"	"2021"	"2021"	"Nov., 2021"	"2021/11"	713	Not Applicable	Not Applicable
	"Florida"	"12"	"2021"	"2021"	"Dec., 2021"	"2021/12"	686	Not Applicable	Not Applicable
	"Florida"	"12"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	3822	Not Applicable	Not Applicable
	"Florida"	"12"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	2685	Not Applicable	Not Applicable
	"Florida"	"12"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	732	Not Applicable	Not Applicable
	"Florida"	"12"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	233	Not Applicable	Not Applicable
	"Florida"	"12"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	332	Not Applicable	Not Applicable
	"Florida"	"12"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	700	Not Applicable	Not Applicable
	"Florida"	"12"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	968	Not Applicable	Not Applicable
	"Florida"	"12"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	955	Not Applicable	Not Applicable
	"Florida"	"12"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	568	Not Applicable	Not Applicable
	"Florida"	"12"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	393	Not Applicable	Not Applicable
	"Florida"	"12"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	296	Not Applicable	Not Applicable
	"Florida"	"12"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	481	Not Applicable	Not Applicable
	"Georgia"	"13"	"2020"	"2020"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Georgia"	"13"	"2020"	"2020"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"Georgia"	"13"	"2020"	"2020"	"Mar., 2020"	"2020/03"	212	Not Applicable	Not Applicable
	"Georgia"	"13"	"2020"	"2020"	"Apr., 2020"	"2020/04"	1002	Not Applicable	Not Applicable
	"Georgia"	"13"	"2020"	"2020"	"May, 2020"	"2020/05"	717	Not Applicable	Not Applicable
	"Georgia"	"13"	"2020"	"2020"	"Jun., 2020"	"2020/06"	435	Not Applicable	Not Applicable
	"Georgia"	"13"	"2020"	"2020"	"Jul., 2020"	"2020/07"	1195	Not Applicable	Not Applicable
	"Georgia"	"13"	"2020"	"2020"	"Aug., 2020"	"2020/08"	1665	Not Applicable	Not Applicable
	"Georgia"	"13"	"2020"	"2020"	"Sep., 2020"	"2020/09"	879	Not Applicable	Not Applicable
	"Georgia"	"13"	"2020"	"2020"	"Oct., 2020"	"2020/10"	695	Not Applicable	Not Applicable
	"Georgia"	"13"	"2020"	"2020"	"Nov., 2020"	"2020/11"	903	Not Applicable	Not Applicable
	"Georgia"	"13"	"2020"	"2020"	"Dec., 2020"	"2020/12"	1750	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021"	"2021"	"Jan., 2021"	"2021/01"	3675	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021"	"2021"	"Feb., 2021"	"2021/02"	1695	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021"	"2021"	"Mar., 2021"	"2021/03"	653	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021"	"2021"	"Apr., 2021"	"2021/04"	443	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021"	"2021"	"May, 2021"	"2021/05"	341	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021"	"2021"	"Jun., 2021"	"2021/06"	184	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021"	"2021"	"Jul., 2021"	"2021/07"	269	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021"	"2021"	"Aug., 2021"	"2021/08"	2556	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021"	"2021"	"Sep., 2021"	"2021/09"	3532	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021"	"2021"	"Oct., 2021"	"2021/10"	1437	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021"	"2021"	"Nov., 2021"	"2021/11"	510	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021"	"2021"	"Dec., 2021"	"2021/12"	539	Not Applicable	Not Applicable
	"Georgia"	"13"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	2168	Not Applicable	Not Applicable
	"Georgia"	"13"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	1423	Not Applicable	Not Applicable
	"Georgia"	"13"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	379	Not Applicable	Not Applicable
	"Georgia"	"13"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	103	Not Applicable	Not Applicable
	"Georgia"	"13"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	81	Not Applicable	Not Applicable
	"Georgia"	"13"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	133	Not Applicable	Not Applicable
	"Georgia"	"13"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	317	Not Applicable	Not Applicable
	"Georgia"	"13"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	352	Not Applicable	Not Applicable
	"Georgia"	"13"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	216	Not Applicable	Not Applicable
	"Georgia"	"13"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	124	Not Applicable	Not Applicable
	"Georgia"	"13"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	115	Not Applicable	Not Applicable
	"Georgia"	"13"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	223	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Mar., 2020"	"2020/03"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Apr., 2020"	"2020/04"	14	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"May, 2020"	"2020/05"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Jun., 2020"	"2020/06"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Jul., 2020"	"2020/07"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Aug., 2020"	"2020/08"	66	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Sep., 2020"	"2020/09"	118	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Oct., 2020"	"2020/10"	68	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Nov., 2020"	"2020/11"	30	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Dec., 2020"	"2020/12"	34	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2021"	"2021"	"Jan., 2021"	"2021/01"	46	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2021"	"2021"	"Feb., 2021"	"2021/02"	22	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2021"	"2021"	"Mar., 2021"	"2021/03"	16	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2021"	"2021"	"Apr., 2021"	"2021/04"	11	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2021"	"2021"	"May, 2021"	"2021/05"	22	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2021"	"2021"	"Jun., 2021"	"2021/06"	11	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2021"	"2021"	"Jul., 2021"	"2021/07"	23	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2021"	"2021"	"Aug., 2021"	"2021/08"	151	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2021"	"2021"	"Sep., 2021"	"2021/09"	237	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2021"	"2021"	"Oct., 2021"	"2021/10"	80	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2021"	"2021"	"Nov., 2021"	"2021/11"	40	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2021"	"2021"	"Dec., 2021"	"2021/12"	29	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	128	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	95	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	11	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	11	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	28	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	47	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	37	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	33	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	15	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	11	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	12	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	14	Not Applicable	Not Applicable
	"Idaho"	"16"	"2020"	"2020"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"2020"	"2020"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"2020"	"2020"	"Mar., 2020"	"2020/03"	12	Not Applicable	Not Applicable
	"Idaho"	"16"	"2020"	"2020"	"Apr., 2020"	"2020/04"	49	Not Applicable	Not Applicable
	"Idaho"	"16"	"2020"	"2020"	"May, 2020"	"2020/05"	21	Not Applicable	Not Applicable
	"Idaho"	"16"	"2020"	"2020"	"Jun., 2020"	"2020/06"	10	Not Applicable	Not Applicable
	"Idaho"	"16"	"2020"	"2020"	"Jul., 2020"	"2020/07"	114	Not Applicable	Not Applicable
	"Idaho"	"16"	"2020"	"2020"	"Aug., 2020"	"2020/08"	162	Not Applicable	Not Applicable
	"Idaho"	"16"	"2020"	"2020"	"Sep., 2020"	"2020/09"	91	Not Applicable	Not Applicable
	"Idaho"	"16"	"2020"	"2020"	"Oct., 2020"	"2020/10"	161	Not Applicable	Not Applicable
	"Idaho"	"16"	"2020"	"2020"	"Nov., 2020"	"2020/11"	339	Not Applicable	Not Applicable
	"Idaho"	"16"	"2020"	"2020"	"Dec., 2020"	"2020/12"	399	Not Applicable	Not Applicable
	"Idaho"	"16"	"2021"	"2021"	"Jan., 2021"	"2021/01"	217	Not Applicable	Not Applicable
	"Idaho"	"16"	"2021"	"2021"	"Feb., 2021"	"2021/02"	88	Not Applicable	Not Applicable
	"Idaho"	"16"	"2021"	"2021"	"Mar., 2021"	"2021/03"	54	Not Applicable	Not Applicable
	"Idaho"	"16"	"2021"	"2021"	"Apr., 2021"	"2021/04"	63	Not Applicable	Not Applicable
	"Idaho"	"16"	"2021"	"2021"	"May, 2021"	"2021/05"	54	Not Applicable	Not Applicable
	"Idaho"	"16"	"2021"	"2021"	"Jun., 2021"	"2021/06"	46	Not Applicable	Not Applicable
	"Idaho"	"16"	"2021"	"2021"	"Jul., 2021"	"2021/07"	51	Not Applicable	Not Applicable
	"Idaho"	"16"	"2021"	"2021"	"Aug., 2021"	"2021/08"	206	Not Applicable	Not Applicable
	"Idaho"	"16"	"2021"	"2021"	"Sep., 2021"	"2021/09"	584	Not Applicable	Not Applicable
	"Idaho"	"16"	"2021"	"2021"	"Oct., 2021"	"2021/10"	564	Not Applicable	Not Applicable
	"Idaho"	"16"	"2021"	"2021"	"Nov., 2021"	"2021/11"	278	Not Applicable	Not Applicable
	"Idaho"	"16"	"2021"	"2021"	"Dec., 2021"	"2021/12"	202	Not Applicable	Not Applicable
	"Idaho"	"16"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	247	Not Applicable	Not Applicable
	"Idaho"	"16"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	243	Not Applicable	Not Applicable
	"Idaho"	"16"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	55	Not Applicable	Not Applicable
	"Idaho"	"16"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	14	Not Applicable	Not Applicable
	"Idaho"	"16"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	Suppressed	Not Applicable	Not Applicable
