"Notes"	"Residence County"	"Residence County Code"	Deaths	Population	Crude Rate
	"Barrow County, GA"	"13013"	Suppressed	Not Applicable	Not Applicable
	"Bartow County, GA"	"13015"	14	Not Applicable	Not Applicable
	"Ben Hill County, GA"	"13017"	0	Not Applicable	Not Applicable
	"Berrien County, GA"	"13019"	Suppressed	Not Applicable	Not Applicable
	"Bibb County, GA"	"13021"	18	Not Applicable	Not Applicable
	"Bleckley County, GA"	"13023"	Suppressed	Not Applicable	Not Applicable
	"Brantley County, GA"	"13025"	Suppressed	Not Applicable	Not Applicable
	"Brooks County, GA"	"13027"	Suppressed	Not Applicable	Not Applicable
	"Bryan County, GA"	"13029"	Suppressed	Not Applicable	Not Applicable
	"Bulloch County, GA"	"13031"	16	Not Applicable	Not Applicable
	"Burke County, GA"	"13033"	Suppressed	Not Applicable	Not Applicable
	"Butts County, GA"	"13035"	Suppressed	Not Applicable	Not Applicable
	"Calhoun County, GA"	"13037"	0	Not Applicable	Not Applicable
	"Camden County, GA"	"13039"	Suppressed	Not Applicable	Not Applicable
	"Candler County, GA"	"13043"	Suppressed	Not Applicable	Not Applicable
	"Carroll County, GA"	"13045"	24	Not Applicable	Not Applicable
	"Catoosa County, GA"	"13047"	10	Not Applicable	Not Applicable
	"Charlton County, GA"	"13049"	Suppressed	Not Applicable	Not Applicable
	"Chatham County, GA"	"13051"	56	Not Applicable	Not Applicable
	"Chattahoochee County, GA"	"13053"	Suppressed	Not Applicable	Not Applicable
	"Chattooga County, GA"	"13055"	Suppressed	Not Applicable	Not Applicable
	"Cherokee County, GA"	"13057"	19	Not Applicable	Not Applicable
	"Clarke County, GA"	"13059"	Suppressed	Not Applicable	Not Applicable
	"Clay County, GA"	"13061"	Suppressed	Not Applicable	Not Applicable
	"Clayton County, GA"	"13063"	20	Not Applicable	Not Applicable
	"Clinch County, GA"	"13065"	0	Not Applicable	Not Applicable
	"Cobb County, GA"	"13067"	68	Not Applicable	Not Applicable
	"Coffee County, GA"	"13069"	14	Not Applicable	Not Applicable
	"Colquitt County, GA"	"13071"	13	Not Applicable	Not Applicable
	"Columbia County, GA"	"13073"	15	Not Applicable	Not Applicable
	"Cook County, GA"	"13075"	Suppressed	Not Applicable	Not Applicable
	"Coweta County, GA"	"13077"	15	Not Applicable	Not Applicable
	"Crawford County, GA"	"13079"	Suppressed	Not Applicable	Not Applicable
	"Crisp County, GA"	"13081"	Suppressed	Not Applicable	Not Applicable
	"Dade County, GA"	"13083"	Suppressed	Not Applicable	Not Applicable
	"Dawson County, GA"	"13085"	Suppressed	Not Applicable	Not Applicable
	"Decatur County, GA"	"13087"	Suppressed	Not Applicable	Not Applicable
	"DeKalb County, GA"	"13089"	50	Not Applicable	Not Applicable
	"Dodge County, GA"	"13091"	Suppressed	Not Applicable	Not Applicable
	"Dooly County, GA"	"13093"	Suppressed	Not Applicable	Not Applicable
	"Dougherty County, GA"	"13095"	16	Not Applicable	Not Applicable
	"Douglas County, GA"	"13097"	24	Not Applicable	Not Applicable
	"Early County, GA"	"13099"	Suppressed	Not Applicable	Not Applicable
	"Echols County, GA"	"13101"	0	Not Applicable	Not Applicable
	"Effingham County, GA"	"13103"	Suppressed	Not Applicable	Not Applicable
	"Elbert County, GA"	"13105"	Suppressed	Not Applicable	Not Applicable
	"Emanuel County, GA"	"13107"	Suppressed	Not Applicable	Not Applicable
	"Evans County, GA"	"13109"	Suppressed	Not Applicable	Not Applicable
	"Fannin County, GA"	"13111"	Suppressed	Not Applicable	Not Applicable
	"Fayette County, GA"	"13113"	20	Not Applicable	Not Applicable
	"Floyd County, GA"	"13115"	12	Not Applicable	Not Applicable
	"Forsyth County, GA"	"13117"	25	Not Applicable	Not Applicable
	"Franklin County, GA"	"13119"	Suppressed	Not Applicable	Not Applicable
	"Fulton County, GA"	"13121"	84	Not Applicable	Not Applicable
	"Gilmer County, GA"	"13123"	13	Not Applicable	Not Applicable
	"Glascock County, GA"	"13125"	Suppressed	Not Applicable	Not Applicable
	"Glynn County, GA"	"13127"	13	Not Applicable	Not Applicable
	"Gordon County, GA"	"13129"	Suppressed	Not Applicable	Not Applicable
	"Grady County, GA"	"13131"	Suppressed	Not Applicable	Not Applicable
	"Greene County, GA"	"13133"	Suppressed	Not Applicable	Not Applicable
	"Gwinnett County, GA"	"13135"	70	Not Applicable	Not Applicable
	"Habersham County, GA"	"13137"	Suppressed	Not Applicable	Not Applicable
	"Hall County, GA"	"13139"	28	Not Applicable	Not Applicable
	"Hancock County, GA"	"13141"	Suppressed	Not Applicable	Not Applicable
	"Haralson County, GA"	"13143"	Suppressed	Not Applicable	Not Applicable
	"Harris County, GA"	"13145"	Suppressed	Not Applicable	Not Applicable
	"Hart County, GA"	"13147"	Suppressed	Not Applicable	Not Applicable
	"Heard County, GA"	"13149"	Suppressed	Not Applicable	Not Applicable
	"Henry County, GA"	"13151"	19	Not Applicable	Not Applicable
	"Houston County, GA"	"13153"	18	Not Applicable	Not Applicable
	"Irwin County, GA"	"13155"	Suppressed	Not Applicable	Not Applicable
	"Jackson County, GA"	"13157"	12	Not Applicable	Not Applicable
	"Jasper County, GA"	"13159"	Suppressed	Not Applicable	Not Applicable
	"Jeff Davis County, GA"	"13161"	Suppressed	Not Applicable	Not Applicable
	"Jefferson County, GA"	"13163"	Suppressed	Not Applicable	Not Applicable
	"Jenkins County, GA"	"13165"	Suppressed	Not Applicable	Not Applicable
	"Johnson County, GA"	"13167"	Suppressed	Not Applicable	Not Applicable
	"Jones County, GA"	"13169"	Suppressed	Not Applicable	Not Applicable
	"Lamar County, GA"	"13171"	Suppressed	Not Applicable	Not Applicable
	"Lanier County, GA"	"13173"	Suppressed	Not Applicable	Not Applicable
	"Laurens County, GA"	"13175"	10	Not Applicable	Not Applicable
	"Lee County, GA"	"13177"	Suppressed	Not Applicable	Not Applicable
	"Liberty County, GA"	"13179"	Suppressed	Not Applicable	Not Applicable
	"Lincoln County, GA"	"13181"	Suppressed	Not Applicable	Not Applicable
	"Long County, GA"	"13183"	0	Not Applicable	Not Applicable
	"Lowndes County, GA"	"13185"	26	Not Applicable	Not Applicable
	"Lumpkin County, GA"	"13187"	Suppressed	Not Applicable	Not Applicable
	"McDuffie County, GA"	"13189"	Suppressed	Not Applicable	Not Applicable
	"McIntosh County, GA"	"13191"	0	Not Applicable	Not Applicable
	"Macon County, GA"	"13193"	Suppressed	Not Applicable	Not Applicable
	"Madison County, GA"	"13195"	Suppressed	Not Applicable	Not Applicable
	"Marion County, GA"	"13197"	Suppressed	Not Applicable	Not Applicable
	"Meriwether County, GA"	"13199"	Suppressed	Not Applicable	Not Applicable
	"Miller County, GA"	"13201"	Suppressed	Not Applicable	Not Applicable
	"Mitchell County, GA"	"13205"	Suppressed	Not Applicable	Not Applicable
	"Monroe County, GA"	"13207"	Suppressed	Not Applicable	Not Applicable
	"Montgomery County, GA"	"13209"	Suppressed	Not Applicable	Not Applicable
	"Morgan County, GA"	"13211"	Suppressed	Not Applicable	Not Applicable
	"Murray County, GA"	"13213"	Suppressed	Not Applicable	Not Applicable
	"Muscogee County, GA"	"13215"	24	Not Applicable	Not Applicable
	"Newton County, GA"	"13217"	12	Not Applicable	Not Applicable
	"Oconee County, GA"	"13219"	Suppressed	Not Applicable	Not Applicable
	"Oglethorpe County, GA"	"13221"	Suppressed	Not Applicable	Not Applicable
	"Paulding County, GA"	"13223"	11	Not Applicable	Not Applicable
	"Peach County, GA"	"13225"	11	Not Applicable	Not Applicable
	"Pickens County, GA"	"13227"	Suppressed	Not Applicable	Not Applicable
	"Pierce County, GA"	"13229"	Suppressed	Not Applicable	Not Applicable
	"Pike County, GA"	"13231"	Suppressed	Not Applicable	Not Applicable
	"Polk County, GA"	"13233"	Suppressed	Not Applicable	Not Applicable
	"Pulaski County, GA"	"13235"	Suppressed	Not Applicable	Not Applicable
	"Putnam County, GA"	"13237"	Suppressed	Not Applicable	Not Applicable
	"Quitman County, GA"	"13239"	Suppressed	Not Applicable	Not Applicable
	"Rabun County, GA"	"13241"	Suppressed	Not Applicable	Not Applicable
	"Randolph County, GA"	"13243"	0	Not Applicable	Not Applicable
	"Richmond County, GA"	"13245"	26	Not Applicable	Not Applicable
	"Rockdale County, GA"	"13247"	Suppressed	Not Applicable	Not Applicable
	"Schley County, GA"	"13249"	Suppressed	Not Applicable	Not Applicable
	"Screven County, GA"	"13251"	Suppressed	Not Applicable	Not Applicable
	"Seminole County, GA"	"13253"	Suppressed	Not Applicable	Not Applicable
	"Spalding County, GA"	"13255"	13	Not Applicable	Not Applicable
	"Stephens County, GA"	"13257"	11	Not Applicable	Not Applicable
	"Stewart County, GA"	"13259"	0	Not Applicable	Not Applicable
	"Sumter County, GA"	"13261"	Suppressed	Not Applicable	Not Applicable
	"Talbot County, GA"	"13263"	Suppressed	Not Applicable	Not Applicable
	"Taliaferro County, GA"	"13265"	0	Not Applicable	Not Applicable
	"Tattnall County, GA"	"13267"	Suppressed	Not Applicable	Not Applicable
	"Taylor County, GA"	"13269"	Suppressed	Not Applicable	Not Applicable
	"Telfair County, GA"	"13271"	Suppressed	Not Applicable	Not Applicable
	"Terrell County, GA"	"13273"	Suppressed	Not Applicable	Not Applicable
	"Thomas County, GA"	"13275"	10	Not Applicable	Not Applicable
	"Tift County, GA"	"13277"	Suppressed	Not Applicable	Not Applicable
	"Toombs County, GA"	"13279"	Suppressed	Not Applicable	Not Applicable
	"Towns County, GA"	"13281"	Suppressed	Not Applicable	Not Applicable
	"Treutlen County, GA"	"13283"	Suppressed	Not Applicable	Not Applicable
	"Troup County, GA"	"13285"	16	Not Applicable	Not Applicable
	"Turner County, GA"	"13287"	Suppressed	Not Applicable	Not Applicable
	"Twiggs County, GA"	"13289"	0	Not Applicable	Not Applicable
	"Union County, GA"	"13291"	12	Not Applicable	Not Applicable
	"Upson County, GA"	"13293"	Suppressed	Not Applicable	Not Applicable
	"Walker County, GA"	"13295"	13	Not Applicable	Not Applicable
	"Walton County, GA"	"13297"	16	Not Applicable	Not Applicable
	"Ware County, GA"	"13299"	18	Not Applicable	Not Applicable
	"Warren County, GA"	"13301"	Suppressed	Not Applicable	Not Applicable
	"Washington County, GA"	"13303"	Suppressed	Not Applicable	Not Applicable
	"Wayne County, GA"	"13305"	Suppressed	Not Applicable	Not Applicable
	"Webster County, GA"	"13307"	Suppressed	Not Applicable	Not Applicable
	"Wheeler County, GA"	"13309"	0	Not Applicable	Not Applicable
	"White County, GA"	"13311"	10	Not Applicable	Not Applicable
	"Whitfield County, GA"	"13313"	15	Not Applicable	Not Applicable
	"Wilcox County, GA"	"13315"	0	Not Applicable	Not Applicable
	"Wilkes County, GA"	"13317"	Suppressed	Not Applicable	Not Applicable
	"Wilkinson County, GA"	"13319"	Suppressed	Not Applicable	Not Applicable
	"Worth County, GA"	"13321"	Suppressed	Not Applicable	Not Applicable
	"Hawaii County, HI"	"15001"	19	Not Applicable	Not Applicable
	"Honolulu County, HI"	"15003"	130	Not Applicable	Not Applicable
	"Kalawao County, HI"	"15005"	0	Not Applicable	Not Applicable
	"Kauai County, HI"	"15007"	Suppressed	Not Applicable	Not Applicable
	"Maui County, HI"	"15009"	Suppressed	Not Applicable	Not Applicable
	"Ada County, ID"	"16001"	33	Not Applicable	Not Applicable
	"Adams County, ID"	"16003"	0	Not Applicable	Not Applicable
	"Bannock County, ID"	"16005"	11	Not Applicable	Not Applicable
	"Bear Lake County, ID"	"16007"	Suppressed	Not Applicable	Not Applicable
	"Benewah County, ID"	"16009"	Suppressed	Not Applicable	Not Applicable
	"Bingham County, ID"	"16011"	11	Not Applicable	Not Applicable
	"Blaine County, ID"	"16013"	Suppressed	Not Applicable	Not Applicable
	"Boise County, ID"	"16015"	Suppressed	Not Applicable	Not Applicable
	"Bonner County, ID"	"16017"	11	Not Applicable	Not Applicable
	"Bonneville County, ID"	"16019"	Suppressed	Not Applicable	Not Applicable
	"Boundary County, ID"	"16021"	Suppressed	Not Applicable	Not Applicable
	"Butte County, ID"	"16023"	Suppressed	Not Applicable	Not Applicable
	"Camas County, ID"	"16025"	0	Not Applicable	Not Applicable
	"Canyon County, ID"	"16027"	18	Not Applicable	Not Applicable
	"Caribou County, ID"	"16029"	Suppressed	Not Applicable	Not Applicable
	"Cassia County, ID"	"16031"	Suppressed	Not Applicable	Not Applicable
	"Clark County, ID"	"16033"	0	Not Applicable	Not Applicable
	"Clearwater County, ID"	"16035"	Suppressed	Not Applicable	Not Applicable
	"Custer County, ID"	"16037"	Suppressed	Not Applicable	Not Applicable
	"Elmore County, ID"	"16039"	Suppressed	Not Applicable	Not Applicable
	"Franklin County, ID"	"16041"	Suppressed	Not Applicable	Not Applicable
	"Fremont County, ID"	"16043"	Suppressed	Not Applicable	Not Applicable
	"Gem County, ID"	"16045"	Suppressed	Not Applicable	Not Applicable
	"Gooding County, ID"	"16047"	Suppressed	Not Applicable	Not Applicable
	"Idaho County, ID"	"16049"	Suppressed	Not Applicable	Not Applicable
	"Jefferson County, ID"	"16051"	Suppressed	Not Applicable	Not Applicable
	"Jerome County, ID"	"16053"	Suppressed	Not Applicable	Not Applicable
	"Kootenai County, ID"	"16055"	30	Not Applicable	Not Applicable
	"Latah County, ID"	"16057"	Suppressed	Not Applicable	Not Applicable
	"Lemhi County, ID"	"16059"	Suppressed	Not Applicable	Not Applicable
	"Lewis County, ID"	"16061"	Suppressed	Not Applicable	Not Applicable
	"Lincoln County, ID"	"16063"	0	Not Applicable	Not Applicable
	"Madison County, ID"	"16065"	Suppressed	Not Applicable	Not Applicable
	"Minidoka County, ID"	"16067"	Suppressed	Not Applicable	Not Applicable
	"Nez Perce County, ID"	"16069"	Suppressed	Not Applicable	Not Applicable
	"Oneida County, ID"	"16071"	0	Not Applicable	Not Applicable
	"Owyhee County, ID"	"16073"	0	Not Applicable	Not Applicable
	"Payette County, ID"	"16075"	Suppressed	Not Applicable	Not Applicable
	"Power County, ID"	"16077"	Suppressed	Not Applicable	Not Applicable
	"Shoshone County, ID"	"16079"	Suppressed	Not Applicable	Not Applicable
	"Teton County, ID"	"16081"	Suppressed	Not Applicable	Not Applicable
	"Twin Falls County, ID"	"16083"	11	Not Applicable	Not Applicable
	"Valley County, ID"	"16085"	0	Not Applicable	Not Applicable
	"Washington County, ID"	"16087"	Suppressed	Not Applicable	Not Applicable
	"Adams County, IL"	"17001"	11	Not Applicable	Not Applicable
	"Alexander County, IL"	"17003"	Suppressed	Not Applicable	Not Applicable
	"Bond County, IL"	"17005"	Suppressed	Not Applicable	Not Applicable
	"Boone County, IL"	"17007"	Suppressed	Not Applicable	Not Applicable
	"Brown County, IL"	"17009"	Suppressed	Not Applicable	Not Applicable
	"Bureau County, IL"	"17011"	Suppressed	Not Applicable	Not Applicable
	"Calhoun County, IL"	"17013"	0	Not Applicable	Not Applicable
	"Carroll County, IL"	"17015"	Suppressed	Not Applicable	Not Applicable
	"Cass County, IL"	"17017"	Suppressed	Not Applicable	Not Applicable
	"Champaign County, IL"	"17019"	Suppressed	Not Applicable	Not Applicable
	"Christian County, IL"	"17021"	Suppressed	Not Applicable	Not Applicable
	"Clark County, IL"	"17023"	Suppressed	Not Applicable	Not Applicable
	"Clay County, IL"	"17025"	Suppressed	Not Applicable	Not Applicable
	"Clinton County, IL"	"17027"	Suppressed	Not Applicable	Not Applicable
	"Coles County, IL"	"17029"	Suppressed	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	420	Not Applicable	Not Applicable
	"Crawford County, IL"	"17033"	Suppressed	Not Applicable	Not Applicable
	"Cumberland County, IL"	"17035"	Suppressed	Not Applicable	Not Applicable
	"DeKalb County, IL"	"17037"	10	Not Applicable	Not Applicable
	"De Witt County, IL"	"17039"	Suppressed	Not Applicable	Not Applicable
	"Douglas County, IL"	"17041"	Suppressed	Not Applicable	Not Applicable
	"DuPage County, IL"	"17043"	88	Not Applicable	Not Applicable
	"Edgar County, IL"	"17045"	Suppressed	Not Applicable	Not Applicable
	"Edwards County, IL"	"17047"	Suppressed	Not Applicable	Not Applicable
	"Effingham County, IL"	"17049"	Suppressed	Not Applicable	Not Applicable
	"Fayette County, IL"	"17051"	Suppressed	Not Applicable	Not Applicable
	"Ford County, IL"	"17053"	Suppressed	Not Applicable	Not Applicable
	"Franklin County, IL"	"17055"	10	Not Applicable	Not Applicable
	"Fulton County, IL"	"17057"	Suppressed	Not Applicable	Not Applicable
	"Gallatin County, IL"	"17059"	Suppressed	Not Applicable	Not Applicable
	"Greene County, IL"	"17061"	Suppressed	Not Applicable	Not Applicable
	"Grundy County, IL"	"17063"	Suppressed	Not Applicable	Not Applicable
	"Hamilton County, IL"	"17065"	0	Not Applicable	Not Applicable
	"Hancock County, IL"	"17067"	Suppressed	Not Applicable	Not Applicable
	"Hardin County, IL"	"17069"	Suppressed	Not Applicable	Not Applicable
	"Henderson County, IL"	"17071"	Suppressed	Not Applicable	Not Applicable
	"Henry County, IL"	"17073"	Suppressed	Not Applicable	Not Applicable
	"Iroquois County, IL"	"17075"	Suppressed	Not Applicable	Not Applicable
	"Jackson County, IL"	"17077"	13	Not Applicable	Not Applicable
	"Jasper County, IL"	"17079"	Suppressed	Not Applicable	Not Applicable
	"Jefferson County, IL"	"17081"	Suppressed	Not Applicable	Not Applicable
	"Jersey County, IL"	"17083"	Suppressed	Not Applicable	Not Applicable
	"Jo Daviess County, IL"	"17085"	Suppressed	Not Applicable	Not Applicable
	"Johnson County, IL"	"17087"	Suppressed	Not Applicable	Not Applicable
	"Kane County, IL"	"17089"	34	Not Applicable	Not Applicable
	"Kankakee County, IL"	"17091"	14	Not Applicable	Not Applicable
	"Kendall County, IL"	"17093"	Suppressed	Not Applicable	Not Applicable
	"Knox County, IL"	"17095"	13	Not Applicable	Not Applicable
	"Lake County, IL"	"17097"	69	Not Applicable	Not Applicable
	"LaSalle County, IL"	"17099"	19	Not Applicable	Not Applicable
	"Lawrence County, IL"	"17101"	Suppressed	Not Applicable	Not Applicable
	"Lee County, IL"	"17103"	Suppressed	Not Applicable	Not Applicable
	"Livingston County, IL"	"17105"	Suppressed	Not Applicable	Not Applicable
	"Logan County, IL"	"17107"	Suppressed	Not Applicable	Not Applicable
	"McDonough County, IL"	"17109"	13	Not Applicable	Not Applicable
	"McHenry County, IL"	"17111"	24	Not Applicable	Not Applicable
	"McLean County, IL"	"17113"	21	Not Applicable	Not Applicable
	"Macon County, IL"	"17115"	18	Not Applicable	Not Applicable
	"Macoupin County, IL"	"17117"	Suppressed	Not Applicable	Not Applicable
	"Madison County, IL"	"17119"	33	Not Applicable	Not Applicable
	"Marion County, IL"	"17121"	10	Not Applicable	Not Applicable
	"Marshall County, IL"	"17123"	Suppressed	Not Applicable	Not Applicable
	"Mason County, IL"	"17125"	Suppressed	Not Applicable	Not Applicable
	"Massac County, IL"	"17127"	Suppressed	Not Applicable	Not Applicable
	"Menard County, IL"	"17129"	Suppressed	Not Applicable	Not Applicable
	"Mercer County, IL"	"17131"	Suppressed	Not Applicable	Not Applicable
	"Monroe County, IL"	"17133"	Suppressed	Not Applicable	Not Applicable
	"Montgomery County, IL"	"17135"	Suppressed	Not Applicable	Not Applicable
	"Morgan County, IL"	"17137"	Suppressed	Not Applicable	Not Applicable
	"Moultrie County, IL"	"17139"	Suppressed	Not Applicable	Not Applicable
	"Ogle County, IL"	"17141"	Suppressed	Not Applicable	Not Applicable
