fips,state,county,metro,region,metroname,regionname
21009,KY,Barren,4,6,Nonmetro,East South Central
21011,KY,Bath,4,10,Nonmetro,Appalachia
21013,KY,Bell,4,10,Nonmetro,Appalachia
21015,KY,Boone,2,6,Lg fringe metro,East South Central
21017,KY,Bourbon,3,6,Md/Sm metro,East South Central
21019,KY,Boyd,3,10,Md/Sm metro,Appalachia
21021,KY,Boyle,4,6,Nonmetro,East South Central
21023,KY,Bracken,2,6,Lg fringe metro,East South Central
21025,KY,Breathitt,4,10,Nonmetro,Appalachia
21027,KY,Breckinridge,4,6,Nonmetro,East South Central
21029,KY,Bullitt,2,6,Lg fringe metro,East South Central
21031,KY,Butler,3,6,Md/Sm metro,East South Central
21033,KY,Caldwell,4,6,Nonmetro,East South Central
21035,KY,Calloway,4,6,Nonmetro,East South Central
21037,KY,Campbell,2,6,Lg fringe metro,East South Central
21039,KY,Carlisle,4,6,Nonmetro,East South Central
21041,KY,Carroll,4,6,Nonmetro,East South Central
21043,KY,Carter,4,10,Nonmetro,Appalachia
21045,KY,Casey,4,10,Nonmetro,Appalachia
21047,KY,Christian,3,6,Md/Sm metro,East South Central
21049,KY,Clark,3,10,Md/Sm metro,Appalachia
21051,KY,Clay,4,10,Nonmetro,Appalachia
21053,KY,Clinton,4,10,Nonmetro,Appalachia
21055,KY,Crittenden,4,6,Nonmetro,East South Central
21057,KY,Cumberland,4,10,Nonmetro,Appalachia
21059,KY,Daviess,3,6,Md/Sm metro,East South Central
21061,KY,Edmonson,3,10,Md/Sm metro,Appalachia
21063,KY,Elliott,4,10,Nonmetro,Appalachia
21065,KY,Estill,4,10,Nonmetro,Appalachia
21067,KY,Fayette,3,6,Md/Sm metro,East South Central
21069,KY,Fleming,4,10,Nonmetro,Appalachia
21071,KY,Floyd,4,10,Nonmetro,Appalachia
21073,KY,Franklin,4,6,Nonmetro,East South Central
21075,KY,Fulton,4,6,Nonmetro,East South Central
21077,KY,Gallatin,2,6,Lg fringe metro,East South Central
21079,KY,Garrard,4,10,Nonmetro,Appalachia
21081,KY,Grant,2,6,Lg fringe metro,East South Central
21083,KY,Graves,4,6,Nonmetro,East South Central
21085,KY,Grayson,4,6,Nonmetro,East South Central
21087,KY,Green,4,10,Nonmetro,Appalachia
21089,KY,Greenup,3,10,Md/Sm metro,Appalachia
21091,KY,Hancock,3,6,Md/Sm metro,East South Central
21093,KY,Hardin,3,6,Md/Sm metro,East South Central
21095,KY,Harlan,4,10,Nonmetro,Appalachia
21097,KY,Harrison,4,6,Nonmetro,East South Central
21099,KY,Hart,4,10,Nonmetro,Appalachia
21101,KY,Henderson,3,6,Md/Sm metro,East South Central
21103,KY,Henry,2,6,Lg fringe metro,East South Central
21105,KY,Hickman,4,6,Nonmetro,East South Central
21107,KY,Hopkins,4,6,Nonmetro,East South Central
21109,KY,Jackson,4,10,Nonmetro,Appalachia
21111,KY,Jefferson,1,6,Lg central metro,East South Central
21113,KY,Jessamine,3,6,Md/Sm metro,East South Central
21115,KY,Johnson,4,10,Nonmetro,Appalachia
21117,KY,Kenton,2,6,Lg fringe metro,East South Central
21119,KY,Knott,4,10,Nonmetro,Appalachia
21121,KY,Knox,4,10,Nonmetro,Appalachia
21123,KY,Larue,3,6,Md/Sm metro,East South Central
21125,KY,Laurel,4,10,Nonmetro,Appalachia
21127,KY,Lawrence,4,10,Nonmetro,Appalachia
21129,KY,Lee,4,10,Nonmetro,Appalachia
21131,KY,Leslie,4,10,Nonmetro,Appalachia
21133,KY,Letcher,4,10,Nonmetro,Appalachia
21135,KY,Lewis,4,10,Nonmetro,Appalachia
21137,KY,Lincoln,4,10,Nonmetro,Appalachia
21139,KY,Livingston,4,6,Nonmetro,East South Central
21141,KY,Logan,4,6,Nonmetro,East South Central
21143,KY,Lyon,4,6,Nonmetro,East South Central
21145,KY,McCracken,4,6,Nonmetro,East South Central
21147,KY,McCreary,4,10,Nonmetro,Appalachia
21149,KY,McLean,3,6,Md/Sm metro,East South Central
21151,KY,Madison,4,10,Nonmetro,Appalachia
21153,KY,Magoffin,4,10,Nonmetro,Appalachia
21155,KY,Marion,4,6,Nonmetro,East South Central
21157,KY,Marshall,4,6,Nonmetro,East South Central
21159,KY,Martin,4,10,Nonmetro,Appalachia
21161,KY,Mason,4,6,Nonmetro,East South Central
21163,KY,Meade,3,6,Md/Sm metro,East South Central
21165,KY,Menifee,4,10,Nonmetro,Appalachia
21167,KY,Mercer,4,6,Nonmetro,East South Central
21169,KY,Metcalfe,4,10,Nonmetro,Appalachia
21171,KY,Monroe,4,10,Nonmetro,Appalachia
21173,KY,Montgomery,4,10,Nonmetro,Appalachia
21175,KY,Morgan,4,10,Nonmetro,Appalachia
21177,KY,Muhlenberg,4,6,Nonmetro,East South Central
21179,KY,Nelson,4,6,Nonmetro,East South Central
21181,KY,Nicholas,4,10,Nonmetro,Appalachia
21183,KY,Ohio,4,6,Nonmetro,East South Central
21185,KY,Oldham,2,6,Lg fringe metro,East South Central
21187,KY,Owen,4,6,Nonmetro,East South Central
21189,KY,Owsley,4,10,Nonmetro,Appalachia
21191,KY,Pendleton,2,6,Lg fringe metro,East South Central
21193,KY,Perry,4,10,Nonmetro,Appalachia
21195,KY,Pike,4,10,Nonmetro,Appalachia
21197,KY,Powell,4,10,Nonmetro,Appalachia
21199,KY,Pulaski,4,10,Nonmetro,Appalachia
21201,KY,Robertson,4,10,Nonmetro,Appalachia
21203,KY,Rockcastle,4,10,Nonmetro,Appalachia
21205,KY,Rowan,4,10,Nonmetro,Appalachia
21207,KY,Russell,4,10,Nonmetro,Appalachia
21209,KY,Scott,3,6,Md/Sm metro,East South Central
21211,KY,Shelby,2,6,Lg fringe metro,East South Central
21213,KY,Simpson,4,6,Nonmetro,East South Central
21215,KY,Spencer,2,6,Lg fringe metro,East South Central
21217,KY,Taylor,4,6,Nonmetro,East South Central
21219,KY,Todd,4,6,Nonmetro,East South Central
21221,KY,Trigg,3,6,Md/Sm metro,East South Central
21223,KY,Trimble,2,6,Lg fringe metro,East South Central
21225,KY,Union,4,6,Nonmetro,East South Central
21227,KY,Warren,3,6,Md/Sm metro,East South Central
21229,KY,Washington,4,6,Nonmetro,East South Central
21231,KY,Wayne,4,10,Nonmetro,Appalachia
21233,KY,Webster,4,6,Nonmetro,East South Central
21235,KY,Whitley,4,10,Nonmetro,Appalachia
21237,KY,Wolfe,4,10,Nonmetro,Appalachia
21239,KY,Woodford,3,6,Md/Sm metro,East South Central
22001,LA,Acadia Parish,3,7,Md/Sm metro,West South Central
22003,LA,Allen Parish,4,7,Nonmetro,West South Central
22005,LA,Ascension Parish,3,7,Md/Sm metro,West South Central
22007,LA,Assumption Parish,4,7,Nonmetro,West South Central
22009,LA,Avoyelles Parish,4,7,Nonmetro,West South Central
22011,LA,Beauregard Parish,4,7,Nonmetro,West South Central
22013,LA,Bienville Parish,4,7,Nonmetro,West South Central
22015,LA,Bossier Parish,3,7,Md/Sm metro,West South Central
22017,LA,Caddo Parish,3,7,Md/Sm metro,West South Central
22019,LA,Calcasieu Parish,3,7,Md/Sm metro,West South Central
22021,LA,Caldwell Parish,4,7,Nonmetro,West South Central
22023,LA,Cameron Parish,3,7,Md/Sm metro,West South Central
22025,LA,Catahoula Parish,4,7,Nonmetro,West South Central
22027,LA,Claiborne Parish,4,7,Nonmetro,West South Central
22029,LA,Concordia Parish,4,7,Nonmetro,West South Central
22031,LA,De Soto Parish,3,7,Md/Sm metro,West South Central
22033,LA,East Baton Rouge Parish,3,7,Md/Sm metro,West South Central
22035,LA,East Carroll Parish,4,7,Nonmetro,West South Central
22037,LA,East Feliciana Parish,3,7,Md/Sm metro,West South Central
22039,LA,Evangeline Parish,4,7,Nonmetro,West South Central
22041,LA,Franklin Parish,4,7,Nonmetro,West South Central
22043,LA,Grant Parish,3,7,Md/Sm metro,West South Central
22045,LA,Iberia Parish,3,7,Md/Sm metro,West South Central
22047,LA,Iberville Parish,3,7,Md/Sm metro,West South Central
22049,LA,Jackson Parish,4,7,Nonmetro,West South Central
22051,LA,Jefferson Parish,2,7,Lg fringe metro,West South Central
22053,LA,Jefferson Davis Parish,4,7,Nonmetro,West South Central
22055,LA,Lafayette Parish,3,7,Md/Sm metro,West South Central
22057,LA,Lafourche Parish,3,7,Md/Sm metro,West South Central
22059,LA,La Salle Parish,4,7,Nonmetro,West South Central
22061,LA,Lincoln Parish,4,7,Nonmetro,West South Central
22063,LA,Livingston Parish,3,7,Md/Sm metro,West South Central
22065,LA,Madison Parish,4,7,Nonmetro,West South Central
22067,LA,Morehouse Parish,4,7,Nonmetro,West South Central
22069,LA,Natchitoches Parish,4,7,Nonmetro,West South Central
22071,LA,Orleans Parish,1,7,Lg central metro,West South Central
22073,LA,Ouachita Parish,3,7,Md/Sm metro,West South Central
22075,LA,Plaquemines Parish,2,7,Lg fringe metro,West South Central
22077,LA,Pointe Coupee Parish,3,7,Md/Sm metro,West South Central
22079,LA,Rapides Parish,3,7,Md/Sm metro,West South Central
22081,LA,Red River Parish,4,7,Nonmetro,West South Central
22083,LA,Richland Parish,4,7,Nonmetro,West South Central
22085,LA,Sabine Parish,4,7,Nonmetro,West South Central
22087,LA,St. Bernard Parish,2,7,Lg fringe metro,West South Central
22089,LA,St. Charles Parish,2,7,Lg fringe metro,West South Central
22091,LA,St. Helena Parish,3,7,Md/Sm metro,West South Central
22093,LA,St. James Parish,2,7,Lg fringe metro,West South Central
22095,LA,St. John the Baptist Parish,2,7,Lg fringe metro,West South Central
22097,LA,St. Landry Parish,4,7,Nonmetro,West South Central
22099,LA,St. Martin Parish,3,7,Md/Sm metro,West South Central
22101,LA,St. Mary Parish,4,7,Nonmetro,West South Central
22103,LA,St. Tammany Parish,2,7,Lg fringe metro,West South Central
22105,LA,Tangipahoa Parish,3,7,Md/Sm metro,West South Central
22107,LA,Tensas Parish,4,7,Nonmetro,West South Central
22109,LA,Terrebonne Parish,3,7,Md/Sm metro,West South Central
22111,LA,Union Parish,3,7,Md/Sm metro,West South Central
22113,LA,Vermilion Parish,3,7,Md/Sm metro,West South Central
22115,LA,Vernon Parish,4,7,Nonmetro,West South Central
22117,LA,Washington Parish,4,7,Nonmetro,West South Central
22119,LA,Webster Parish,3,7,Md/Sm metro,West South Central
22121,LA,West Baton Rouge Parish,3,7,Md/Sm metro,West South Central
22123,LA,West Carroll Parish,4,7,Nonmetro,West South Central
22125,LA,West Feliciana Parish,3,7,Md/Sm metro,West South Central
22127,LA,Winn Parish,4,7,Nonmetro,West South Central
23001,ME,Androscoggin,3,1,Md/Sm metro,New England
23003,ME,Aroostook,4,1,Nonmetro,New England
23005,ME,Cumberland,3,1,Md/Sm metro,New England
23007,ME,Franklin,4,1,Nonmetro,New England
23009,ME,Hancock,4,1,Nonmetro,New England
23011,ME,Kennebec,4,1,Nonmetro,New England
23013,ME,Knox,4,1,Nonmetro,New England
23015,ME,Lincoln,4,1,Nonmetro,New England
23017,ME,Oxford,4,1,Nonmetro,New England
23019,ME,Penobscot,3,1,Md/Sm metro,New England
23021,ME,Piscataquis,4,1,Nonmetro,New England
23023,ME,Sagadahoc,3,1,Md/Sm metro,New England
23025,ME,Somerset,4,1,Nonmetro,New England
23027,ME,Waldo,4,1,Nonmetro,New England
23029,ME,Washington,4,1,Nonmetro,New England
23031,ME,York,3,1,Md/Sm metro,New England
24001,MD,Allegany,3,10,Md/Sm metro,Appalachia
24003,MD,Anne Arundel,2,5,Lg fringe metro,South Atlantic
24005,MD,Baltimore,2,5,Lg fringe metro,South Atlantic
24009,MD,Calvert,2,5,Lg fringe metro,South Atlantic
24011,MD,Caroline,4,5,Nonmetro,South Atlantic
24013,MD,Carroll,2,5,Lg fringe metro,South Atlantic
24015,MD,Cecil,2,5,Lg fringe metro,South Atlantic
24017,MD,Charles,2,5,Lg fringe metro,South Atlantic
24019,MD,Dorchester,4,5,Nonmetro,South Atlantic
24021,MD,Frederick,2,5,Lg fringe metro,South Atlantic
24023,MD,Garrett,4,10,Nonmetro,Appalachia
24025,MD,Harford,2,5,Lg fringe metro,South Atlantic
24027,MD,Howard,2,5,Lg fringe metro,South Atlantic
24029,MD,Kent,4,5,Nonmetro,South Atlantic
24031,MD,Montgomery,2,5,Lg fringe metro,South Atlantic
24033,MD,Prince George's,2,5,Lg fringe metro,South Atlantic
24035,MD,Queen Anne's,2,5,Lg fringe metro,South Atlantic
24037,MD,St. Mary's,3,5,Md/Sm metro,South Atlantic
24039,MD,Somerset,3,5,Md/Sm metro,South Atlantic
24041,MD,Talbot,4,5,Nonmetro,South Atlantic
24043,MD,Washington,3,10,Md/Sm metro,Appalachia
24045,MD,Wicomico,3,5,Md/Sm metro,South Atlantic
24047,MD,Worcester,3,5,Md/Sm metro,South Atlantic
24510,MD,Baltimore city,1,5,Lg central metro,South Atlantic
25001,MA,Barnstable,3,1,Md/Sm metro,New England
25003,MA,Berkshire,3,1,Md/Sm metro,New England
25005,MA,Bristol,2,1,Lg fringe metro,New England
25007,MA,Dukes,4,1,Nonmetro,New England
25009,MA,Essex,2,1,Lg fringe metro,New England
25011,MA,Franklin,4,1,Nonmetro,New England
25013,MA,Hampden,3,1,Md/Sm metro,New England
25015,MA,Hampshire,3,1,Md/Sm metro,New England
25017,MA,Middlesex,2,1,Lg fringe metro,New England
25019,MA,Nantucket,4,1,Nonmetro,New England
25021,MA,Norfolk,2,1,Lg fringe metro,New England
25023,MA,Plymouth,2,1,Lg fringe metro,New England
25025,MA,Suffolk,1,1,Lg central metro,New England
25027,MA,Worcester,3,1,Md/Sm metro,New England
26001,MI,Alcona,4,3,Nonmetro,East North Central
26003,MI,Alger,4,3,Nonmetro,East North Central
26005,MI,Allegan,4,3,Nonmetro,East North Central
26007,MI,Alpena,4,3,Nonmetro,East North Central
26009,MI,Antrim,4,3,Nonmetro,East North Central
26011,MI,Arenac,4,3,Nonmetro,East North Central
26013,MI,Baraga,4,3,Nonmetro,East North Central
26015,MI,Barry,2,3,Lg fringe metro,East North Central
26017,MI,Bay,3,3,Md/Sm metro,East North Central
26019,MI,Benzie,4,3,Nonmetro,East North Central
26021,MI,Berrien,3,3,Md/Sm metro,East North Central
26023,MI,Branch,4,3,Nonmetro,East North Central
26025,MI,Calhoun,3,3,Md/Sm metro,East North Central
26027,MI,Cass,3,3,Md/Sm metro,East North Central
26029,MI,Charlevoix,4,3,Nonmetro,East North Central
26031,MI,Cheboygan,4,3,Nonmetro,East North Central
26033,MI,Chippewa,4,3,Nonmetro,East North Central
26035,MI,Clare,4,3,Nonmetro,East North Central
26037,MI,Clinton,3,3,Md/Sm metro,East North Central
26039,MI,Crawford,4,3,Nonmetro,East North Central
26041,MI,Delta,4,3,Nonmetro,East North Central
26043,MI,Dickinson,4,3,Nonmetro,East North Central
26045,MI,Eaton,3,3,Md/Sm metro,East North Central
26047,MI,Emmet,4,3,Nonmetro,East North Central
26049,MI,Genesee,3,3,Md/Sm metro,East North Central
26051,MI,Gladwin,4,3,Nonmetro,East North Central
26053,MI,Gogebic,4,3,Nonmetro,East North Central
26055,MI,Grand Traverse,4,3,Nonmetro,East North Central
26057,MI,Gratiot,4,3,Nonmetro,East North Central
26059,MI,Hillsdale,4,3,Nonmetro,East North Central
26061,MI,Houghton,4,3,Nonmetro,East North Central
26063,MI,Huron,4,3,Nonmetro,East North Central
26065,MI,Ingham,3,3,Md/Sm metro,East North Central
26067,MI,Ionia,4,3,Nonmetro,East North Central
26069,MI,Iosco,4,3,Nonmetro,East North Central
26071,MI,Iron,4,3,Nonmetro,East North Central
26073,MI,Isabella,4,3,Nonmetro,East North Central
26075,MI,Jackson,3,3,Md/Sm metro,East North Central
26077,MI,Kalamazoo,3,3,Md/Sm metro,East North Central
26079,MI,Kalkaska,4,3,Nonmetro,East North Central
26081,MI,Kent,1,3,Lg central metro,East North Central
26083,MI,Keweenaw,4,3,Nonmetro,East North Central
26085,MI,Lake,4,3,Nonmetro,East North Central
26087,MI,Lapeer,2,3,Lg fringe metro,East North Central
26089,MI,Leelanau,4,3,Nonmetro,East North Central
26091,MI,Lenawee,4,3,Nonmetro,East North Central
26093,MI,Livingston,2,3,Lg fringe metro,East North Central
26095,MI,Luce,4,3,Nonmetro,East North Central
26097,MI,Mackinac,4,3,Nonmetro,East North Central
26099,MI,Macomb,2,3,Lg fringe metro,East North Central
26101,MI,Manistee,4,3,Nonmetro,East North Central
26103,MI,Marquette,4,3,Nonmetro,East North Central
26105,MI,Mason,4,3,Nonmetro,East North Central
26107,MI,Mecosta,4,3,Nonmetro,East North Central
26109,MI,Menominee,4,3,Nonmetro,East North Central
26111,MI,Midland,3,3,Md/Sm metro,East North Central
26113,MI,Missaukee,4,3,Nonmetro,East North Central
26115,MI,Monroe,3,3,Md/Sm metro,East North Central
26117,MI,Montcalm,2,3,Lg fringe metro,East North Central
26119,MI,Montmorency,4,3,Nonmetro,East North Central
26121,MI,Muskegon,3,3,Md/Sm metro,East North Central
26123,MI,Newaygo,4,3,Nonmetro,East North Central
26125,MI,Oakland,2,3,Lg fringe metro,East North Central
26127,MI,Oceana,4,3,Nonmetro,East North Central
26129,MI,Ogemaw,4,3,Nonmetro,East North Central
26131,MI,Ontonagon,4,3,Nonmetro,East North Central
26133,MI,Osceola,4,3,Nonmetro,East North Central
26135,MI,Oscoda,4,3,Nonmetro,East North Central
26137,MI,Otsego,4,3,Nonmetro,East North Central
26139,MI,Ottawa,2,3,Lg fringe metro,East North Central
26141,MI,Presque Isle,4,3,Nonmetro,East North Central
26143,MI,Roscommon,4,3,Nonmetro,East North Central
26145,MI,Saginaw,3,3,Md/Sm metro,East North Central
26147,MI,St. Clair,2,3,Lg fringe metro,East North Central
26149,MI,St. Joseph,4,3,Nonmetro,East North Central
26151,MI,Sanilac,4,3,Nonmetro,East North Central
26153,MI,Schoolcraft,4,3,Nonmetro,East North Central
26155,MI,Shiawassee,4,3,Nonmetro,East North Central
26157,MI,Tuscola,4,3,Nonmetro,East North Central
26159,MI,Van Buren,3,3,Md/Sm metro,East North Central
26161,MI,Washtenaw,3,3,Md/Sm metro,East North Central
26163,MI,Wayne,1,3,Lg central metro,East North Central
26165,MI,Wexford,4,3,Nonmetro,East North Central
27001,MN,Aitkin,4,4,Nonmetro,West North Central
27003,MN,Anoka,2,4,Lg fringe metro,West North Central
27005,MN,Becker,4,4,Nonmetro,West North Central
27007,MN,Beltrami,4,4,Nonmetro,West North Central
27009,MN,Benton,3,4,Md/Sm metro,West North Central
27011,MN,Big Stone,4,4,Nonmetro,West North Central
27013,MN,Blue Earth,3,4,Md/Sm metro,West North Central
27015,MN,Brown,4,4,Nonmetro,West North Central
27017,MN,Carlton,3,4,Md/Sm metro,West North Central
27019,MN,Carver,2,4,Lg fringe metro,West North Central
27021,MN,Cass,4,4,Nonmetro,West North Central
27023,MN,Chippewa,4,4,Nonmetro,West North Central
27025,MN,Chisago,2,4,Lg fringe metro,West North Central
27027,MN,Clay,3,4,Md/Sm metro,West North Central
27029,MN,Clearwater,4,4,Nonmetro,West North Central
27031,MN,Cook,4,4,Nonmetro,West North Central
27033,MN,Cottonwood,4,4,Nonmetro,West North Central
27035,MN,Crow Wing,4,4,Nonmetro,West North Central
27037,MN,Dakota,2,4,Lg fringe metro,West North Central
27039,MN,Dodge,3,4,Md/Sm metro,West North Central
27041,MN,Douglas,4,4,Nonmetro,West North Central
27043,MN,Faribault,4,4,Nonmetro,West North Central
27045,MN,Fillmore,3,4,Md/Sm metro,West North Central
27047,MN,Freeborn,4,4,Nonmetro,West North Central
27049,MN,Goodhue,4,4,Nonmetro,West North Central
27051,MN,Grant,4,4,Nonmetro,West North Central
27053,MN,Hennepin,1,4,Lg central metro,West North Central
27055,MN,Houston,3,4,Md/Sm metro,West North Central
27057,MN,Hubbard,4,4,Nonmetro,West North Central
27059,MN,Isanti,2,4,Lg fringe metro,West North Central
27061,MN,Itasca,4,4,Nonmetro,West North Central
27063,MN,Jackson,4,4,Nonmetro,West North Central
27065,MN,Kanabec,4,4,Nonmetro,West North Central
27067,MN,Kandiyohi,4,4,Nonmetro,West North Central
27069,MN,Kittson,4,4,Nonmetro,West North Central
27071,MN,Koochiching,4,4,Nonmetro,West North Central
27073,MN,Lac qui Parle,4,4,Nonmetro,West North Central
27075,MN,Lake,4,4,Nonmetro,West North Central
27077,MN,Lake of the Woods,4,4,Nonmetro,West North Central
27079,MN,Le Sueur,2,4,Lg fringe metro,West North Central
27081,MN,Lincoln,4,4,Nonmetro,West North Central
27083,MN,Lyon,4,4,Nonmetro,West North Central
27085,MN,McLeod,4,4,Nonmetro,West North Central
27087,MN,Mahnomen,4,4,Nonmetro,West North Central
27089,MN,Marshall,4,4,Nonmetro,West North Central
27091,MN,Martin,4,4,Nonmetro,West North Central
27093,MN,Meeker,4,4,Nonmetro,West North Central
27095,MN,Mille Lacs,2,4,Lg fringe metro,West North Central
27097,MN,Morrison,4,4,Nonmetro,West North Central
27099,MN,Mower,4,4,Nonmetro,West North Central
27101,MN,Murray,4,4,Nonmetro,West North Central
27103,MN,Nicollet,3,4,Md/Sm metro,West North Central
27105,MN,Nobles,4,4,Nonmetro,West North Central
27107,MN,Norman,4,4,Nonmetro,West North Central
27109,MN,Olmsted,3,4,Md/Sm metro,West North Central
27111,MN,Otter Tail,4,4,Nonmetro,West North Central
27113,MN,Pennington,4,4,Nonmetro,West North Central
27115,MN,Pine,4,4,Nonmetro,West North Central
27117,MN,Pipestone,4,4,Nonmetro,West North Central
27119,MN,Polk,3,4,Md/Sm metro,West North Central
27121,MN,Pope,4,4,Nonmetro,West North Central
27123,MN,Ramsey,1,4,Lg central metro,West North Central
27125,MN,Red Lake,4,4,Nonmetro,West North Central
27127,MN,Redwood,4,4,Nonmetro,West North Central
27129,MN,Renville,4,4,Nonmetro,West North Central
27131,MN,Rice,4,4,Nonmetro,West North Central
27133,MN,Rock,4,4,Nonmetro,West North Central
27135,MN,Roseau,4,4,Nonmetro,West North Central
27137,MN,St. Louis,3,4,Md/Sm metro,West North Central
27139,MN,Scott,2,4,Lg fringe metro,West North Central
27141,MN,Sherburne,2,4,Lg fringe metro,West North Central
27143,MN,Sibley,2,4,Lg fringe metro,West North Central
27145,MN,Stearns,3,4,Md/Sm metro,West North Central
27147,MN,Steele,4,4,Nonmetro,West North Central
27149,MN,Stevens,4,4,Nonmetro,West North Central
27151,MN,Swift,4,4,Nonmetro,West North Central
27153,MN,Todd,4,4,Nonmetro,West North Central
27155,MN,Traverse,4,4,Nonmetro,West North Central
27157,MN,Wabasha,3,4,Md/Sm metro,West North Central
27159,MN,Wadena,4,4,Nonmetro,West North Central
27161,MN,Waseca,4,4,Nonmetro,West North Central
27163,MN,Washington,2,4,Lg fringe metro,West North Central
27165,MN,Watonwan,4,4,Nonmetro,West North Central
27167,MN,Wilkin,4,4,Nonmetro,West North Central
27169,MN,Winona,4,4,Nonmetro,West North Central
27171,MN,Wright,2,4,Lg fringe metro,West North Central
27173,MN,Yellow Medicine,4,4,Nonmetro,West North Central
28001,MS,Adams,4,6,Nonmetro,East South Central
28003,MS,Alcorn,4,10,Nonmetro,Appalachia
28005,MS,Amite,4,6,Nonmetro,East South Central
28007,MS,Attala,4,6,Nonmetro,East South Central
28009,MS,Benton,2,10,Lg fringe metro,Appalachia
28011,MS,Bolivar,4,6,Nonmetro,East South Central
28013,MS,Calhoun,4,10,Nonmetro,Appalachia
28015,MS,Carroll,4,6,Nonmetro,East South Central
28017,MS,Chickasaw,4,10,Nonmetro,Appalachia
28019,MS,Choctaw,4,10,Nonmetro,Appalachia
28021,MS,Claiborne,4,6,Nonmetro,East South Central
28023,MS,Clarke,4,6,Nonmetro,East South Central
28025,MS,Clay,4,10,Nonmetro,Appalachia
28027,MS,Coahoma,4,6,Nonmetro,East South Central
28029,MS,Copiah,3,6,Md/Sm metro,East South Central
28031,MS,Covington,4,6,Nonmetro,East South Central
28033,MS,DeSoto,2,6,Lg fringe metro,East South Central
28035,MS,Forrest,3,6,Md/Sm metro,East South Central
28037,MS,Franklin,4,6,Nonmetro,East South Central
28039,MS,George,4,6,Nonmetro,East South Central
28041,MS,Greene,4,6,Nonmetro,East South Central
28043,MS,Grenada,4,6,Nonmetro,East South Central
28045,MS,Hancock,3,6,Md/Sm metro,East South Central
28047,MS,Harrison,3,6,Md/Sm metro,East South Central
28049,MS,Hinds,3,6,Md/Sm metro,East South Central
28051,MS,Holmes,4,6,Nonmetro,East South Central
28053,MS,Humphreys,4,6,Nonmetro,East South Central
28055,MS,Issaquena,4,6,Nonmetro,East South Central
28057,MS,Itawamba,4,10,Nonmetro,Appalachia
28059,MS,Jackson,3,6,Md/Sm metro,East South Central
28061,MS,Jasper,4,6,Nonmetro,East South Central
28063,MS,Jefferson,4,6,Nonmetro,East South Central
28065,MS,Jefferson Davis,4,6,Nonmetro,East South Central
28067,MS,Jones,4,6,Nonmetro,East South Central
28069,MS,Kemper,4,10,Nonmetro,Appalachia
28071,MS,Lafayette,4,6,Nonmetro,East South Central
28073,MS,Lamar,3,6,Md/Sm metro,East South Central
28075,MS,Lauderdale,4,6,Nonmetro,East South Central
28077,MS,Lawrence,4,6,Nonmetro,East South Central
28079,MS,Leake,4,6,Nonmetro,East South Central
28081,MS,Lee,4,10,Nonmetro,Appalachia
28083,MS,Leflore,4,6,Nonmetro,East South Central
28085,MS,Lincoln,4,6,Nonmetro,East South Central
28087,MS,Lowndes,4,10,Nonmetro,Appalachia
28089,MS,Madison,3,6,Md/Sm metro,East South Central
28091,MS,Marion,4,6,Nonmetro,East South Central
28093,MS,Marshall,2,10,Lg fringe metro,Appalachia
28095,MS,Monroe,4,10,Nonmetro,Appalachia
28097,MS,Montgomery,4,10,Nonmetro,Appalachia
